ident;noi;wpela16;chom_mens;cal0;couple;age;age2;duree_ss_emploi;pas_diplome;nbmois_cho;nbmois_sal;ass;sexe;moins_30;entre_30_50;entre_50_65;AG;chemin_ass;nbmoischo_ant
14031790;01;891.29652936;1083.5;441111111111;0;32;1024;2;0;2;10;;0;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031797;01;609.19887443;466.91666667;444444444444;0;50;2500;5;1;12;0;1;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14031801;01;327.2363689;1022.75;444444441111;0;43;1849;0;1;8;2.5484737485;;1;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
14031812;02;618.26306133;503.6;444114444444;0;34;1156;0;1;10;2;1;0;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
14031819;02;2082.1906304;1118.9090909;444444444441;1;33;1089;3;0;11;0.7179487179;;0;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031827;02;259.89711751;110;111444111111;1;47;2209;1;0;3;9;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031836;02;592.95061027;1199.5;441111111111;1;47;2209;0;1;2;10;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031838;01;449.20099532;10238;948888888888;0;56;3136;4;1;1;0;;0;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031839;01;665.2663752;473.81818182;944444444444;0;50;2500;6;0;11;0;1;1;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031844;02;829.27842486;1270.5;411141111111;1;40;1600;1;0;2;10;;0;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14031850;01;1019.9529185;517.54545455;944444444444;1;49;2401;6;1;11;0;1;1;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;60
14031854;02;464.77843667;551.57142857;111141444444;0;56;3136;0;0;7;4.147008547;;0;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031856;02;487.93927045;1722.1818182;444444444441;1;56;3136;2;1;11;1;0;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
14031861;04;382.24825466;627.16666667;444444444444;0;26;676;0;0;12;3.1555555556;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031866;02;375.56205148;1146.1666667;111411444441;0;30;900;2;0;6;5.7709401709;;0;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031873;02;182.44159534;464.5;114444114444;1;54;2916;2;0;8;0.6384615385;;1;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14031888;02;337.82723975;730.16666667;444444111111;1;50;2500;1;0;6;6;;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031892;01;654.19751751;6.0909090909;144444444444;0;62;3844;3;1;11;1;;0;0;0;1;62;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14031904;03;601.36218984;537.58333333;444444444444;0;33;1089;2;1;12;0;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
14031909;01;1017.1196441;1076.25;444444444444;0;29;841;2;0;12;0;;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14031923;01;774.71282615;464;444411111111;0;30;900;1;0;4;6.0675213675;0;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14031934;01;577.05852847;159;848444888888;1;57;3249;6;0;4;0;;0;0;0;1;57;Z:/Ines-dev\pgm\2imputations\imputation ASS;72
14031935;01;635.58328633;508.85714286;444444411111;1;44;1936;2;0;7;1.2102564103;;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14031937;01;600.23790934;1077;441111114444;0;25;625;2;0;6;5.6341880342;;1;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14031948;02;234.80327823;1231.2;111111144444;1;38;1444;2;0;5;7;;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14031949;01;656.23663233;1024.6666667;441111114111;1;28;784;1;0;3;8.6076923077;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14031952;01;443.79768956;1693.6666667;111111111444;0;60;3600;0;1;3;0.0447374847;1;0;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031972;02;915.34335501;1481.8;999444441111;1;41;1681;0;0;5;3.9905982906;;0;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14031973;01;601.09358742;908.2;114444444444;0;60;3600;0;0;10;1.5624908425;;0;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14031974;01;1084.245581;536;111144111111;1;40;1600;1;0;2;7.958974359;;0;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14031985;02;659.33412397;240.66666667;444444444444;1;51;2601;4;0;12;2.2094017094;;0;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14031990;01;663.65110282;832.33333333;444444444444;1;37;1369;2;0;12;3.0051282051;;1;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14032005;01;540.55964597;1732.3333333;111111444444;1;46;2116;3;0;6;6;;0;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14032023;03;347.14605182;1036;444444411111;0;26;676;0;0;7;3.2213675214;0;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032030;01;538.49164534;1221;444444444111;0;60;3600;1;0;9;3;;1;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
14032031;01;633.71989769;3201;111111111114;1;30;900;4;0;1;11;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032037;02;752.38065506;480.33333333;444441111114;1;29;841;1;1;6;5.4128205128;0;1;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14032039;01;108.47621915;2066.3333333;444444444444;1;59;3481;2;0;12;0.2700854701;0;1;0;0;1;59;Z:/Ines-dev\pgm\2imputations\imputation ASS;16
14032049;02;519.91308848;574.85714286;994441114444;0;27;729;10;0;7;0.6849328449;;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032060;03;685.91964109;1639.5;444411111111;1;28;784;0;0;4;7.558974359;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032062;03;353.92499323;713.91666667;444444444444;0;29;841;3;0;12;0;;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032075;01;559.9617148;1041.6;114111114444;0;33;1089;1;0;5;5.6829059829;0;0;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;99
14032081;01;449.87274982;1447.5;774411111111;1;31;961;1;0;2;8;;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032093;01;636.57564405;1489;222221111444;0;47;2209;0;0;3;4;;0;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;9
14032099;01;767.14131999;1435.875;444444441111;0;48;2304;0;0;8;4;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032108;01;2522.5441811;484.25;444444444444;0;34;1156;3;0;12;0;;1;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032118;01;819.97424244;1681.5;441111111144;0;38;1444;0;0;4;6.3501831502;;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14032147;01;266.46925297;1710.2;111443333444;1;49;2401;2;0;5;2.3853479853;;0;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14032148;01;378.30859792;2336.6666667;888888444444;1;56;3136;4;0;6;0;;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032153;02;671.60011489;276.83333333;444444444444;1;52;2704;9;0;12;0;;1;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14032158;02;779.68892253;763;411111111111;1;37;1369;0;0;1;11;;0;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032160;02;1096.6120024;1120.5;441111111111;1;42;1764;0;0;2;10;;1;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14032167;01;326.5695243;1214;411111111111;1;35;1225;0;0;1;11;;1;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032185;01;539.84260946;2063.5;944111111111;0;40;1600;1;0;2;1.9273504274;;0;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032187;01;581.88742664;14608;411111111111;1;41;1681;1;0;1;11;;1;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032187;02;581.88742664;1680.2;444441111111;1;27;729;1;0;5;7;;0;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14032193;02;652.54018791;6830.5;444411111111;1;55;3025;4;0;4;8;;0;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14032207;02;569.71785828;235.22222222;444444888444;1;60;3600;2;0;9;0;;0;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032222;01;662.40080736;426.71428571;444444411111;0;33;1089;1;0;7;5;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14032227;02;1172.6020911;538;199977714444;1;32;1024;1;0;4;2;;0;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032237;02;519.73172109;2767.3333333;444444111111;1;47;2209;0;0;6;6;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032243;02;1038.2634599;322.54545455;944444444444;1;26;676;2;0;11;0;0;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032257;01;801.81713539;3235.2;114441141411;1;41;1681;0;0;5;7;0;1;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;84
14032272;02;719.50206909;658.4;444441111111;1;29;841;1;0;5;7;;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14032274;01;518.41403499;573.1;444444444411;0;60;3600;16;0;10;0.3887667888;1;1;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;72
14032278;02;569.93707297;591.75;444444444444;1;45;2025;2;0;12;1.0666666667;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032280;01;797.8138016;1164.8;441111111444;0;57;3249;4;0;5;6.1777777778;0;0;0;0;1;57;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14032292;02;411.76207041;446.75;411111111444;1;41;1681;1;0;4;2.7581196581;;1;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;99
14032295;02;433.67443479;861.6;411111114444;1;39;1521;2;1;5;7;;0;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032296;01;1257.0806758;1257.25;444444444444;0;54;2916;2;0;12;0;;1;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;15
14032301;01;1382.1064571;980.25;441111111144;1;34;1156;2;0;4;7.9692307692;;0;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032303;02;567.1608584;147.75;444444444444;1;58;3364;3;0;12;3.4427350427;0;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032311;01;831.1994895;986.9;134444444444;1;55;3025;4;1;10;0.7367521368;;0;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14032334;01;146.03791343;1957.5;411111111114;1;37;1369;3;0;2;10;;1;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14032344;01;367.50473606;624.2;441111111444;0;31;961;1;0;5;5.1085470085;0;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14032344;02;367.50473606;359;331111111444;0;43;1849;1;0;3;3.9393162393;0;0;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032349;01;461.41251185;2276.5;111111114444;1;31;961;2;0;4;8;;1;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032369;01;453.92332169;5780;111111111141;1;51;2601;1;0;1;2.2875213675;0;0;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14032374;02;311.73569182;674;441111111111;1;47;2209;0;1;2;10;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032410;02;433.72201499;1287.3333333;111111111444;1;49;2401;0;0;3;2.4782905983;0;0;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
14032420;01;560.29519167;1906.3333333;888884448888;1;58;3364;7;1;3;0;;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032426;02;775.22578415;622;411111111111;1;25;625;0;0;1;11;;0;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032446;01;577.28933605;1008.5454545;441444444444;1;36;1296;3;0;11;0.4623931624;;0;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14032446;02;577.28933605;1682;111444444444;1;39;1521;2;0;9;2.7965811966;;1;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14032462;02;682.25249004;826.875;444444441111;1;45;2025;1;0;8;3.9051282051;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032467;01;286.60363715;89.666666667;888444444444;1;60;3600;6;0;9;0;;0;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032467;02;286.60363715;2846.5833333;444444444444;1;61;3721;2;0;12;0;;1;0;0;1;61;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032476;02;326.39017748;380.66666667;144111114444;1;31;961;5;1;6;4.1484981685;;1;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032489;01;1116.7890554;416.66666667;111144411111;1;25;625;1;0;3;9;;0;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032499;02;527.16673885;69.857142857;111114444444;1;49;2401;6;1;7;0.1595604396;1;0;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14032499;03;527.16673885;423;411111111111;0;25;625;0;0;1;11;;0;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032502;01;356.3042153;1079.1666667;444444444444;1;48;2304;3;1;12;0;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14032502;02;356.3042153;848.6;144444444441;1;50;2500;3;0;10;2;;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
14032508;01;208.26708292;591.5;444444444488;0;60;3600;4;1;10;0;1;1;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032514;01;517.11654905;1011.5;444444444411;1;40;1600;0;0;10;2;;1;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032515;01;433.09734046;2008;221111222244;1;52;2704;0;0;2;4;;1;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032526;02;412.26068133;1176.7272727;144444444444;0;50;2500;4;1;11;0.0017094017;0;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032527;01;450.06247862;699.09090909;444444414444;1;38;1444;2;0;11;1;;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14032529;02;479.99707652;7461.5;111111144111;1;44;1936;0;0;2;9.8725274725;;1;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14032538;02;487.80684818;437;114111111111;1;50;2500;1;0;1;11;;1;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032539;01;451.12925232;1149.25;444444444444;1;33;1089;0;0;12;0.064957265;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032541;02;807.03142826;1022;111111444444;1;34;1156;0;0;6;6;;0;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;9
14032547;02;668.29453111;1340.5;444444111111;1;25;625;0;1;6;6;0;1;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032550;01;402.27993428;649.83333333;444444111111;0;45;2025;1;0;6;2.0863247863;;1;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032556;02;809.73378329;2374.6666667;444444444444;1;52;2704;3;0;12;0;;0;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14032561;02;604.12018294;1254.375;333344444444;1;27;729;2;0;8;0;;0;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032568;02;675.28179034;841;444444444444;1;28;784;2;0;12;0.6008547009;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14032585;01;271.66719697;472;411111222222;0;33;1089;0;0;1;1.2708180708;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032601;01;547.11535347;512.83333333;444444444444;1;38;1444;2;0;12;9.5777777778;;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032611;02;623.9011091;932.66666667;111141414444;1;37;1369;10;0;6;6;;0;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032614;01;397.49629029;384;111114411111;0;56;3136;0;0;2;8.858021978;;0;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032620;01;679.01581975;1176.6666667;444444444444;1;42;1764;2;0;12;0;0;1;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032621;01;526.82202263;1399;441111111111;1;56;3136;0;0;2;6.0432234432;1;0;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032627;01;781.18891607;4407.2727273;444444444441;0;54;2916;2;0;11;1;;0;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
14032629;02;757.37236264;2967.3333333;444111111377;0;26;676;1;0;3;1.1188034188;;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14032630;01;276.40651476;283.5;441111111111;1;28;784;1;0;2;8.3564102564;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032632;01;279.58711674;654;444411111111;1;41;1681;0;0;4;8;;0;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032633;01;732.11269555;1466.3333333;444111111111;1;43;1849;1;0;3;9;;1;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14032633;02;732.11269555;1095.5;111111144441;1;38;1444;0;0;4;8;;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14032642;01;891.00283231;474.41666667;444444444444;1;59;3481;6;0;12;0;;1;0;0;1;59;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032642;02;891.00283231;606.1;994444444444;1;59;3481;2;1;10;0;;0;0;0;1;59;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032648;01;461.42230774;1568.3333333;411141114111;0;31;961;1;0;3;9;1;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032652;01;385.49209799;449;333311444444;1;45;2025;1;0;6;2;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032655;02;317.11505784;173.83333333;444444111111;1;37;1369;1;1;6;1.6034188034;;0;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14032661;01;1355.5373927;1186.5;444411111111;1;33;1089;1;0;4;8;;0;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032673;01;695.0283649;451;444444444444;1;27;729;1;0;12;1.8615384615;;0;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032693;01;326.59342103;470;111444444444;1;37;1369;0;0;9;3;;1;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14032708;02;577.58757713;615.22222222;111444444444;1;42;1764;2;0;9;3;0;0;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032788;02;269.35915038;156;444999999999;1;59;3481;2;0;3;0;;0;0;0;1;59;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032789;01;654.98774963;336.90909091;444414444444;0;36;1296;1;1;11;0.1863247863;;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
14032793;02;313.96829418;185.33333333;444444444444;1;58;3364;7;1;12;0;1;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032802;02;677.91732089;811;111111444444;1;36;1296;3;1;6;6;1;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032806;01;1116.1833917;794;441111111111;1;48;2304;0;0;2;10;;0;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032811;01;642.03930493;484.08333333;444444444444;0;32;1024;0;0;12;0;;0;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14032827;01;1437.729588;363.45454545;444444444441;0;46;2116;2;0;11;1;;0;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032839;01;336.42357586;473.33333333;111111999444;1;57;3249;0;1;3;6;0;1;0;0;1;57;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032864;02;596.50861872;467.33333333;444111111111;1;28;784;1;0;3;6.405982906;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14032881;01;277.8830286;458.2;444441111111;1;46;2116;1;0;5;7;;1;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14032887;02;772.83439744;461;144488888888;1;48;2304;3;1;3;0.6358974359;;0;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032890;03;625.10778041;1120.6666667;144444411111;1;29;841;2;1;6;5.4256410256;0;1;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032911;01;925.6561166;428.5;444411111111;0;37;1369;0;0;4;8;;0;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032924;01;1017.9147573;3315;444444444444;1;56;3136;2;0;12;6.2401709402;;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032928;01;486.34632053;1147.1666667;444444111111;1;48;2304;1;0;6;6;;0;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14032936;01;606.84184912;1048;441111111111;0;38;1444;0;0;2;10;;1;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14032937;01;542.04484406;431.66666667;133344411444;0;58;3364;2;0;6;3;;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14032971;01;354.127814;687.3;444444444411;0;51;2601;1;0;10;2;0;0;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
14032973;01;611.9273038;226.25;444499911111;0;58;3364;1;1;4;5;;1;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032973;03;611.9273038;393.4;111111944444;0;27;729;2;0;5;6;;0;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14032974;01;231.83262579;1019.25;414411141111;0;50;2500;1;0;4;8;0;1;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14032978;01;711.28083813;1290.5;111111114444;1;55;3025;3;0;4;2.0293040293;;1;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14032984;02;575.7336644;1854;111141111444;1;36;1296;1;0;4;8;;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14032997;01;362.9717985;444.33333333;994441111111;0;42;1764;0;0;3;1.4752136752;;0;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14033014;03;613.19014952;4105;111111111114;1;36;1296;0;1;1;11;;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
14033018;02;564.81281933;323.5;111111444444;1;27;729;0;1;6;6;;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14033031;01;666.81027167;400.5;441111111111;1;55;3025;0;0;2;5.8820512821;0;0;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
14033034;02;687.69940911;993.27272727;444444444441;1;55;3025;3;0;11;0.7991452991;0;0;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;28
14033039;03;606.4663302;680.25;444444444444;0;34;1156;2;0;12;0;;1;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14033043;01;609.57379367;2455;111111111114;0;39;1521;0;0;1;11;;0;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14033055;01;559.09727392;954.08333333;444444444444;1;51;2601;2;0;12;0.9948717949;0;1;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14033058;02;419.529507;977.5;111111114411;1;46;2116;0;0;2;10;;1;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14033062;01;668.86639871;1052;444411111114;1;37;1369;3;0;5;7;;1;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14033083;01;832.86585182;1442;444411111111;0;26;676;0;0;4;8;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14033084;01;755.30248543;1781.6666667;888888884448;0;45;2025;4;0;3;0;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14033086;02;191.79955698;1563.6666667;444111411144;1;43;1849;3;0;6;6;;1;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14033111;02;968.55242514;734;444444444111;1;42;1764;1;0;9;1.9008547009;0;0;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;9
14033126;03;327.98914972;538.66666667;111111111444;0;42;1764;2;1;3;9;;1;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14033147;03;312.52046895;2243.4;444333333344;0;27;729;2;0;5;0;;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14033149;01;508.66766487;524.91666667;444444444444;0;50;2500;0;0;12;0;;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14033162;02;140.85552715;1992.75;411111411441;1;42;1764;1;0;4;8;;1;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14033163;03;407.98762457;772.7;114444444444;0;25;625;2;0;10;2;0;1;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14033169;01;273.78847171;346.85714286;144444114411;1;47;2209;1;0;7;5;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14033191;02;527.09517941;1740.9166667;444444444444;1;39;1521;0;0;12;0;0;1;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14033193;02;309.94849217;476.58333333;444444444444;1;54;2916;3;1;12;0;;0;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;99
14033198;01;607.91523567;749;441111111111;1;52;2704;0;0;2;10;;0;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14033198;02;607.91523567;908.5;411141111111;1;53;2809;6;1;2;10;;1;0;0;1;53;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14033203;04;744.56270136;430.5;944111111111;0;29;841;0;0;2;8.6692307692;;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
