ALCT;ident;noi;wpela16;couple;chom_mens;nbmois_sal;cal0;anref;anleg;age;duree_ss_emploi;pas_diplome;nbmois_cho;ass;sexe;moins_30
;14041308;02;458.46447227;1;971.25;0;444444444444;2014;2015;57;3;1;12;;1;0
;14041311;02;405.74485426;0;129.66666667;6;111111444444;2014;2015;33;1;0;6;;0;0
;14041312;01;1010.7188087;1;2983.25;8;444111141111;2014;2015;48;1;0;4;;1;0
;14041318;02;998.06717963;0;1117.5833333;0;444444444444;2014;2015;27;2;0;12;;1;1
;14041318;03;998.06717963;0;506.83333333;0;444444444444;2014;2015;26;2;0;12;;0;1
;14041320;01;622.91412691;1;152;4;441113333331;2014;2015;36;2;0;2;;1;0
;14041321;01;287.7426307;1;495;5.5341880342;444111111111;2014;2015;56;1;0;3;;0;0
;14041326;01;791.51929197;0;1180.2;7;114444411111;2014;2015;43;2;0;5;;1;0
;14041326;02;791.51929197;0;670.25;3.4188034188;444444444444;2014;2015;37;2;0;12;;0;0
;14041335;02;425.67118455;1;234.28571429;0.3324786325;444444411111;2014;2015;59;1;0;7;;0;0
;14041367;02;853.4191198;1;1900.1;2;114444444444;2014;2015;38;2;0;10;;1;0
;14041370;02;494.90478568;1;867.55555556;0.6868376068;111444444444;2014;2015;44;2;1;9;;0;0
;14041375;01;1017.4024982;0;476.41666667;0;444444444444;2014;2015;57;9;1;12;;1;0
;14041381;01;950.27513701;0;1228;11;411111111111;2014;2015;43;1;0;1;;1;0
1;14041384;02;430.0858623;1;306.75;0;444444444444;2014;2015;48;3;1;12;0;1;0
;14041393;02;216.69654399;1;318;11;411111111111;2014;2015;28;1;0;1;;1;1
;14041395;01;316.55372672;0;878.09090909;0;944444444444;2014;2015;47;2;1;11;;0;0
;14041399;01;534.2063844;1;1338;3.0586080586;111111444444;2014;2015;34;2;0;6;;1;0
;14041401;01;588.47215472;0;41641;1;222222222241;2014;2015;39;1;0;1;;0;0
;14041432;02;632.2652387;1;2.25;0;444444444444;2014;2015;49;4;0;12;;1;0
;14041440;02;635.51668622;1;912.16666667;4.905982906;944444411111;2014;2015;62;2;1;6;;1;0
;14041443;02;1251.2509632;1;1706.75;8;144111144111;2014;2015;46;1;0;4;;1;0
1;14041445;01;457.10119268;1;1214.7142857;4.7572649573;111444444411;2014;2015;28;1;0;7;0;1;1
;14041451;01;260.88568255;1;3023;7;444441111111;2014;2015;40;1;0;5;;1;0
;14041469;01;630.848087;0;205.625;4;444444411114;2014;2015;58;1;0;8;;0;0
;14041480;01;334.29713352;0;1112;11;411111111111;2014;2015;43;1;0;1;;1;0
;14041480;02;334.29713352;0;1483;11;411111111111;2014;2015;41;1;0;1;;0;0
;14041488;01;447.61714139;1;379;0.2333333333;411111111111;2014;2015;51;1;0;1;;0;0
;14041490;01;349.79096067;1;310;10.275213675;411111111111;2014;2015;36;1;0;1;;1;0
;14041491;02;677.38733257;0;311.5;7.6828571429;111111144111;2014;2015;23;1;0;2;;1;1
;14041495;01;2174.9130442;0;812.91666667;0;444444444444;2014;2015;48;1;0;12;;0;0
1;14041505;01;712.17840809;1;94;10;441111111111;2014;2015;26;1;0;2;0;0;1
;14041517;01;575.30040927;0;555.33333333;9;111111111444;2014;2015;38;2;0;3;;0;0
;14041519;02;445.30565801;0;460;10;441111111111;2014;2015;59;1;1;2;;0;0
1;14041525;02;414.44244794;1;1982.3333333;9;444111111111;2014;2015;24;1;0;3;0;1;1
;14041545;02;540.30105299;1;980.66666667;7.6256410256;444111111111;2014;2015;47;1;0;3;;1;0
;14041547;02;448.6435922;1;864.875;3;444444448111;2014;2015;49;1;0;8;;0;0
;14041551;02;1464.9924544;1;1401.25;8;444411111111;2014;2015;31;1;0;4;;0;0
;14041584;01;1000.3537664;0;1011;11;411111111111;2014;2015;26;1;0;1;;1;1
1;14041586;01;404.15997184;1;1174.5;6;444444111111;2014;2015;58;1;1;6;0;0;0
;14041588;01;1022.6899251;0;91.333333333;0;444444999999;2014;2015;39;3;0;6;;1;0
1;14041593;01;541.79623754;1;1567.25;3.0700854701;333411111444;2014;2015;28;2;0;4;0;1;1
;14041598;02;257.16317119;1;1170.6666667;9;111144411111;2014;2015;57;1;0;3;;1;0
2;14041605;01;673.34202511;0;724.63636364;0;444444444447;2014;2015;55;3;0;11;1;0;0
;14041606;01;411.90631768;0;1272;10;441111111111;2014;2015;38;1;1;2;;0;0
;14041612;01;516.40124036;1;204.25;0;999944444444;2014;2015;51;7;0;8;;0;0
1;14041613;02;529.70551328;1;2039.3333333;5;244111142221;2014;2015;62;1;0;3;0;1;0
;14041615;01;3141.286826;0;1966;1.6175824176;811111146666;2014;2015;31;1;0;1;;0;0
2;14041615;02;3141.286826;0;478.41666667;3.8111111111;444444444444;2014;2015;35;5;1;12;1;1;0
;14041655;02;496.25092285;1;1551.8571429;5;111144444441;2014;2015;39;1;0;7;;1;0
;14041661;01;606.10936026;1;2000;11;411111111111;2014;2015;46;1;0;1;;1;0
;14041666;01;572.44787334;0;484;0;444444444444;2014;2015;56;5;1;12;;0;0
;14041687;02;889.58868935;1;473;11;114111111111;2014;2015;24;1;0;1;;0;1
;14041689;01;646.058048;0;1237.8;6.7333333333;444111111144;2014;2015;36;4;0;5;;0;0
;14041691;02;400.36716903;1;465.5;0.2598290598;444444444444;2014;2015;33;3;0;12;;1;0
1;14041698;01;982.85502549;1;2680.5;2.0538461538;444444111111;2014;2015;32;1;0;6;0;1;0
;14041706;01;462.0445968;0;784;11;411111111111;2014;2015;46;1;0;1;;1;0
1;14041711;01;365.51266134;1;672.75;0.3247863248;444444444444;2014;2015;52;3;0;12;0;1;0
;14041714;02;871.63966901;1;2718;4;411112222222;2014;2015;49;1;0;1;;0;0
;14041725;01;892.10909337;0;1304;0;444444444444;2014;2015;58;2;0;12;;1;0
;14041736;01;433.49271586;1;1934;10;111144111111;2014;2015;54;1;0;2;;1;0
;14041758;01;552.1795438;0;881.5;1;441222222222;2014;2015;48;1;0;2;;1;0
;14041788;01;597.40664155;0;42.090909091;0.594017094;444144444444;2014;2015;41;1;0;11;;0;0
2;14041788;02;597.40664155;0;551.45454545;0.594017094;444144444444;2014;2015;34;1;0;11;1;1;0
;14041796;01;423.95134481;1;834.6;0.2769230769;114444444444;2014;2015;43;2;0;10;;0;0
1;14041809;01;916.59286727;1;1091.6666667;8;111344411111;2014;2015;28;1;0;3;0;0;1
;14041812;01;569.36806499;1;548;2.6700854701;666666664444;2014;2015;35;1;0;4;;0;0
;14041821;01;524.15776167;1;767;9;444111111111;2014;2015;32;1;0;3;;1;0
;14041823;01;352.97122368;0;616.2;7;444441111111;2014;2015;52;1;0;5;;0;0
;14041827;01;962.67454312;1;732.25;4;444444441111;2014;2015;59;1;0;8;;1;0
;14041829;04;446.19565737;0;777.5;3.9672283272;411114444444;2014;2015;31;1;0;8;;0;0
;14041829;05;446.19565737;0;1041;10;441111111111;2014;2015;34;1;0;2;;1;0
;14041830;02;628.66692371;1;470.91666667;0;444444444444;2014;2015;56;6;0;12;;0;0
;14041837;02;549.4314103;1;1786.6666667;8.7615384615;111111111444;2014;2015;31;1;0;3;;0;0
;14041840;02;502.84326803;1;237.16666667;0.0666666667;444444444444;2014;2015;25;1;0;12;;0;1
1;14041845;01;454.9350099;0;885.28571429;5;411144444411;2014;2015;36;1;0;7;0;0;0
1;14041868;01;640.57299291;1;868.5;1.335042735;144444444111;2014;2015;39;1;1;8;0;0;0
;14041869;02;651.19346154;1;437.77777778;2.9965811966;144444444411;2014;2015;51;7;1;9;;1;0
;14041878;01;978.60719644;0;1247;8;444411111111;2014;2015;43;1;0;4;;0;0
;14041888;01;619.31949888;1;205.25;0;444444444444;2014;2015;46;2;0;12;;0;0
;14041892;01;542.41148427;0;862.66666667;1.947008547;444444444111;2014;2015;49;1;0;9;;0;0
1;14041902;01;455.84672067;1;1018;9;444111111111;2014;2015;31;1;0;3;0;1;0
;14041903;01;515.16941028;0;1276.5;2;444441444441;2014;2015;42;1;1;10;;0;0
;14041939;01;271.05447986;1;1027.2222222;2.4581196581;141414444444;2014;2015;54;2;0;9;;0;0
1;14041942;01;974.10322306;1;508.81818182;0;449444444444;2014;2015;57;3;1;11;0;1;0
;14041948;02;692.1282095;1;1843.25;4;444411144441;2014;2015;50;1;0;8;;1;0
;14041955;01;314.6671285;1;264.33333333;9;114111111144;2014;2015;37;1;0;3;;1;0
;14041972;02;781.91400174;1;650;11;411111111111;2014;2015;24;1;0;1;;0;1
;14041973;01;552.33567491;0;641.85714286;4.8295238095;111114444444;2014;2015;48;1;1;7;;0;0
;14041977;02;474.90437585;1;5414;3;777777774111;2014;2015;28;1;1;1;;0;1
;14041991;02;230.82056386;1;1384.4166667;0;444444444444;2014;2015;52;3;0;12;;1;0
;14042010;02;297.33222821;1;1231.1666667;6;144444411111;2014;2015;51;1;0;6;;1;0
;14042013;02;731.72797582;1;2108;9;444111111111;2014;2015;40;1;0;3;;0;0
1;14042044;03;59.854384341;1;892.25;0;444444444444;2014;2015;59;2;1;12;0;1;0
;14042057;02;398.83032809;1;641.6;0.3102564103;444444444496;2014;2015;33;5;0;10;;0;0
;14042060;02;444.00039047;1;693.45454545;0.3811965812;444444444441;2014;2015;35;2;0;11;;1;0
1;14042066;01;609.64596275;0;867;1.2794871795;114444494888;2014;2015;36;3;0;6;0;0;0
;14042076;01;991.39503929;1;685.2;6.7982905983;444111111144;2014;2015;43;3;0;5;;1;0
;14042092;01;448.66780992;1;146;11;411111111111;2014;2015;22;1;0;1;;1;1
;14042098;01;794.70893791;0;519.72727273;0;444444444443;2014;2015;31;2;0;11;;1;0
1;14042122;03;814.25760107;1;1934.75;8;111444411111;2014;2015;21;1;0;4;0;1;1
1;14042133;02;462.39117025;1;167.9;2;444444444411;2014;2015;59;1;1;10;0;0;0
;14042139;01;545.97245003;0;688.5;4;444444414111;2014;2015;37;2;1;8;;1;0
;14042164;01;666.50211309;0;1892.3333333;0.0077899878;411111111144;2014;2015;54;1;0;3;;1;0
;14042166;02;985.6006916;1;505.5;0;444444444444;2014;2015;39;2;0;12;;1;0
;14042167;02;601.8407439;1;1209.5;10;441111111111;2014;2015;58;1;0;2;;1;0
;14042179;01;718.00480596;1;739.54545455;1;444441444444;2014;2015;30;1;1;11;;1;0
;14042184;01;252.77100133;1;741.4;7;411114444111;2014;2015;46;1;1;5;;0;0
1;14042187;03;528.07361179;0;1073;2;144444444144;2014;2015;28;1;1;10;0;0;1
;14042188;01;471.70224734;0;472.875;2.5598290598;444411114444;2014;2015;58;9;1;8;;1;0
;14042195;01;1047.7641549;0;313;10;111111111144;2014;2015;24;1;0;2;;1;1
;14042215;01;417.29185442;0;1279.1666667;6;444444111111;2014;2015;58;1;0;6;;0;0
;14042224;01;960.11268134;0;542.33333333;1;222224444441;2014;2015;30;1;0;6;;0;0
;14042228;01;344.39760132;0;313.33333333;0.9564102564;444444111111;2014;2015;48;6;0;6;;0;0
2;14042229;02;621.20299649;1;583.66666667;9;444111111111;2014;2015;38;1;1;3;1;0;0
;14042232;02;776.91845775;1;587.75;8;444411111111;2014;2015;38;1;0;4;;0;0
1;14042246;01;1001.4072827;0;446;3.9384615385;444111111111;2014;2015;32;1;0;3;0;0;0
1;14042246;02;1001.4072827;0;1178.7142857;5;444444411111;2014;2015;31;1;0;7;0;1;0
1;14042255;01;234.66815239;1;602;0;444444444444;2014;2015;40;2;0;12;0;1;0
;14042257;01;408.20238877;0;189.33333333;0.1572649573;444444444444;2014;2015;23;2;1;12;;0;1
;14042261;01;435.77299972;1;1185;10;111111144111;2014;2015;25;1;0;2;;0;1
1;14042268;01;563.19663628;0;2149.1666667;5.7837606838;441144141411;2014;2015;50;1;0;6;0;0;0
1;14042269;02;621.97535983;1;1054.25;0;444444444444;2014;2015;39;5;0;12;0;1;0
;14042287;02;444.09961391;1;4534.5;7.9478632479;444411111111;2014;2015;56;1;0;4;;0;0
;14042288;01;667.91050293;1;873.8;6.3068376068;411111114444;2014;2015;57;1;0;5;;0;0
;14042289;01;485.15925861;1;1597.3333333;6;111444444111;2014;2015;32;1;0;6;;0;0
;14042316;02;321.27371273;1;907.16666667;0.5452991453;444444444444;2014;2015;45;2;1;12;;1;0
;14042319;02;656.48068626;1;1059.5;10;441111111111;2014;2015;36;1;0;2;;0;0
;14042324;02;355.91796522;1;892.625;4;444444441111;2014;2015;64;2;1;8;;0;0
;14042325;02;124.81191136;1;611;4;111144444444;2014;2015;41;1;0;8;;0;0
;14042326;01;1343.2404029;0;845;0.4162393162;444444444444;2014;2015;26;2;1;12;;1;1
;14042335;01;510.92773815;0;347;11;411111111111;2014;2015;50;1;0;1;;0;0
1;14042348;02;493.90285866;1;573.09090909;0;444444444944;2014;2015;62;4;1;11;0;0;0
;14042354;02;319.56361978;0;631.33333333;0.0008547009;444444444444;2014;2015;36;3;1;12;;1;0
1;14042360;02;382.45690533;1;894.5;0.0641025641;444444444444;2014;2015;56;2;0;12;0;0;0
;14042399;01;894.48573966;1;1140;10;441111111111;2014;2015;35;1;0;2;;0;0
;14042401;01;429.7912155;1;549;6.6156776557;411211111111;2014;2015;42;2;0;1;;0;0
;14042414;04;393.09290668;1;1970.3333333;0.4615384615;414144114141;2014;2015;22;1;0;6;;0;1
;14042416;01;588.28701384;1;510.91666667;0;444444444444;2014;2015;50;2;0;12;;0;0
;14042420;01;343.11103256;1;1449.375;0;333344444444;2014;2015;33;2;0;8;;0;0
;14042424;01;449.74557509;1;1709.4444444;0;333444444444;2014;2015;29;2;0;9;;0;1
;14042431;02;647.58599489;1;6052;11;411111111111;2014;2015;25;1;0;1;;0;1
;14042440;01;557.43803348;1;2048.75;0.0564102564;444444444444;2014;2015;56;2;0;12;;0;0
1;14042441;01;429.74275272;0;800.16666667;2;444433334411;2014;2015;46;3;0;6;0;0;0
;14042446;02;274.06979685;1;1148.6666667;8.6504273504;444111111111;2014;2015;48;1;0;3;;0;0
1;14042462;02;647.75117698;1;517.8;7;444111111144;2014;2015;29;1;0;5;0;0;1
;14042464;01;901.26304301;0;549.75;8;444411111111;2014;2015;34;1;0;4;;1;0
;14042469;01;794.66564671;1;1306.75;8;111114441411;2014;2015;38;1;0;4;;1;0
;14042479;02;285.43968068;1;1193.25;0;444444444444;2014;2015;39;3;0;12;;0;0
;14042490;01;318.56556768;1;1280;7;111111144444;2014;2015;55;4;0;5;;0;0
;14042509;01;339.43069122;1;2074.25;2.5632478632;444411111111;2014;2015;49;1;0;4;;0;0
;14042522;01;294.67183538;1;1474.4;7;444441111111;2014;2015;54;1;0;5;;1;0
;14042527;01;574.04888496;0;571.7;0.0917948718;114444444444;2014;2015;35;5;0;10;;0;0
;14042548;02;400.81750715;1;1194.3333333;9;111111111444;2014;2015;55;1;0;3;;0;0
;14042554;01;308.37192295;0;295.25;0.3247863248;444444444444;2014;2015;39;1;1;12;;1;0
;14042568;02;1000.0703082;1;4587;7;499111114411;2014;2015;31;1;0;3;;1;0
2;14042579;03;350.41118526;1;605.66666667;0.9675213675;444441114444;2014;2015;36;1;0;9;1;0;0
1;14042582;01;787.75650702;1;2348.75;2.2025641026;444411111111;2014;2015;54;1;0;4;0;0;0
1;14042590;01;744.86995976;0;695.22222222;4.2555555556;444444444333;2014;2015;33;1;0;9;0;0;0
;14042598;01;626.98075169;0;260.75;0.1979487179;114144444144;2014;2015;57;1;0;8;;0;0
1;14042603;03;830.9696817;1;674.5;5.5860805861;114411111333;2014;2015;21;1;0;2;0;0;1
;14042614;04;546.5421277;1;2032;6.2111111111;666664447777;2014;2015;37;3;0;3;;0;0
4;14042626;01;1186.4680305;1;4307;11;411111111111;2014;2015;52;1;0;1;0;0;0
;14042627;01;944.98927823;0;1202.375;4;144444444111;2014;2015;36;1;0;8;;0;0
;14042628;01;285.92546214;0;628.875;1.6794871795;444444441111;2014;2015;30;1;0;8;;0;0
;14042677;01;669.24671451;0;476.91666667;1.641025641;444444444444;2014;2015;41;2;1;12;;1;0
;14042685;01;295.40522324;1;4135;4;111143333333;2014;2015;42;5;0;1;;0;0
;14042698;01;829.55178753;1;875.66666667;0;444444444444;2014;2015;29;2;0;12;;0;1
1;14042699;02;470.67291574;1;4447.5;2.6611721612;441111111111;2014;2015;56;5;1;2;0;1;0
;14042707;02;531.46716077;1;440.66666667;1.9905982906;444111111111;2014;2015;25;1;0;3;;1;1
;14042708;01;331.99571212;1;995.5;0;444444444444;2014;2015;59;4;1;12;;0;0
;14042714;02;1166.8597193;1;996.75;4;444444441111;2014;2015;31;1;0;8;;0;0
;14042720;01;607.16432222;0;1268.6666667;4.739047619;111111111444;2014;2015;41;8;0;3;;1;0
;14042725;01;710.66924503;0;162.75;0;444444444444;2014;2015;57;4;0;12;;0;0
;14042746;01;571.58300598;1;1074.8333333;0;444444444444;2014;2015;32;1;0;12;;0;0
;14042748;01;480.84044076;1;551.91666667;0;444444444444;2014;2015;44;3;1;12;;0;0
;14042761;02;422.3953327;1;775.25;8;411111111444;2014;2015;44;2;1;4;;1;0
1;14042769;01;445.75353499;1;1224.9;2;444444444411;2014;2015;61;1;1;10;0;1;0
;14042784;01;453.8519205;0;638.5;6;411144444111;2014;2015;25;1;0;6;;0;1
;14042789;02;490.21764251;1;811;10;111441111111;2014;2015;31;1;0;2;;1;0
;14042791;01;341.17008119;1;567.5;2.141025641;111144444411;2014;2015;27;1;1;6;;0;1
;14042820;02;487.72422416;1;1355;9;444111111111;2014;2015;43;1;0;3;;1;0
1;14042826;02;324.14860104;1;1386.6666667;1.835042735;444449111114;2014;2015;54;4;0;6;0;0;0
;14042833;01;463.58683182;1;1113.8333333;0;444444444444;2014;2015;61;2;0;12;;1;0
;14042835;02;456.88947554;1;1020.75;8;111111444411;2014;2015;50;1;0;4;;0;0
;14042837;02;311.15846212;1;606;0;499966666666;2014;2015;29;2;0;1;;0;1
;14042838;01;756.74148546;0;489.75;4;444441441114;2014;2015;55;1;0;8;;1;0
;14042849;01;511.65549957;0;1179.8571429;5;114444444111;2014;2015;50;1;0;7;;1;0
;14042880;02;497.71267651;1;975.875;2.5863247863;411344441444;2014;2015;38;2;1;8;;1;0
;14042884;01;394.08397348;1;1343.5;0;888844444488;2014;2015;56;6;1;6;;1;0
;14042887;01;638.81629093;1;505.5;0;444444444444;2014;2015;55;6;0;12;;0;0
1;14042899;01;465.80799882;0;1178.125;2;114444444499;2014;2015;32;2;0;8;0;0;0
1;14042899;02;465.80799882;0;1069.8;7;444144111111;2014;2015;44;1;0;5;0;1;0
;14042901;01;540.28532883;0;1247.3333333;9;444111111111;2014;2015;49;1;0;3;;0;0
1;14042910;02;193.05780058;1;417;7.0196581197;144411111111;2014;2015;36;1;1;3;0;0;0
;14042912;02;742.56891836;1;1072;8.9974358974;444111111111;2014;2015;52;1;1;3;;0;0
;14042914;02;770.79045399;1;771;8.9273504274;411111111111;2014;2015;25;1;1;1;;1;1
;14042919;01;1695.9350093;1;1284.75;12;444444444444;2014;2015;42;1;0;12;;1;0
;14042924;01;1928.9976245;1;382.08333333;1.952991453;444444444444;2014;2015;24;2;0;12;;0;1
;14042929;01;556.32067021;1;821;10;441111111111;2014;2015;45;1;0;2;;1;0
;14042939;02;603.15514526;1;492.375;4;411441144444;2014;2015;34;1;0;8;;1;0
;14042942;01;448.95389945;0;214.41666667;0.9982905983;444444444444;2014;2015;31;3;0;12;;0;0
1;14042952;02;562.14363311;1;1947.4;0;334444444444;2014;2015;43;3;0;10;0;0;0
;14042957;01;979.26771377;0;1368.875;4;111144444444;2014;2015;30;2;0;8;;0;0
;14042957;02;979.26771377;0;1111.5;8;444411111111;2014;2015;32;1;0;4;;1;0
;14042971;01;1167.7207299;1;1507.3333333;9;111444111111;2014;2015;46;1;1;3;;0;0
;14042972;02;891.34342171;1;2074;11;411111111111;2014;2015;47;1;0;1;;1;0
1;14042988;01;1518.7299261;0;1644.8181818;6.3358974359;449444444444;2014;2015;36;2;0;11;0;0;0
1;14042988;02;1518.7299261;0;3513.8333333;6;444444111111;2014;2015;34;1;0;6;0;1;0
;14043002;02;828.68864982;0;1044;5.4603174603;111111111444;2014;2015;21;1;0;3;;0;1
;14043011;02;693.82724594;1;1412.5;9.9213675214;111441111111;2014;2015;46;1;0;2;;0;0
;14043013;01;860.71186222;0;846.5;0;444444444444;2014;2015;58;2;1;12;;1;0
;14043016;01;595.23889898;0;1318.125;2.7454212454;111144444444;2014;2015;35;2;0;8;;0;0
;14043024;01;641.15866229;0;2135;7;411111114444;2014;2015;54;2;0;5;;0;0
;14043033;01;567.54917963;1;558.875;4;144441141444;2014;2015;32;1;0;8;;1;0
1;14043047;01;440.09195259;1;817.83333333;4.5493528694;144444411111;2014;2015;26;1;0;6;0;0;1
;14043064;01;500.35680287;0;1043.2222222;3;111444444444;2014;2015;58;4;0;9;;1;0
;14043066;02;298.25357117;1;1236.5;10;441111111111;2014;2015;31;1;0;2;;0;0
;14043081;01;647.80813126;0;631;7;111111144444;2014;2015;21;1;0;5;;1;1
;14043081;02;647.80813126;0;404.66666667;8.1846153846;411144111111;2014;2015;21;1;0;3;;0;1
;14043083;01;341.84202873;0;674.14285714;0;444444499999;2014;2015;63;13;1;7;;0;0
;14043095;02;545.11346338;1;1352.5;0;444444444444;2014;2015;54;2;1;12;;1;0
;14043109;01;1012.5654446;0;566.8;2;112224444433;2014;2015;25;1;0;5;;0;1
;14043113;01;1236.5942184;0;1195.8;7;444441111111;2014;2015;29;1;0;5;;0;1
;14043115;01;570.45856981;0;2107;11;411111111111;2014;2015;41;1;1;1;;0;0
;14043124;01;286.46146989;1;665.85714286;5;444444411111;2014;2015;36;1;0;7;;0;0
;14043163;01;469.2977641;0;976;7;441111111444;2014;2015;29;1;1;5;;1;1
;14043169;02;745.36771157;1;535;1.5531623932;441111111111;2014;2015;22;3;0;2;;0;1
;14043173;02;339.02909177;1;654;5;111114444444;2014;2015;46;2;0;7;;0;0
2;14043195;01;324.02057151;0;280.33333333;1.1170695971;914414444444;2014;2015;54;1;1;9;1;0;0
;14043195;02;324.02057151;0;694.66666667;5.9871794872;944411111111;2014;2015;57;1;1;3;;1;0
;14043199;01;516.84972624;0;3956;11;111114111111;2014;2015;53;1;0;1;;0;0
;14043201;01;517.35407053;0;620.75;8;111111114444;2014;2015;44;1;0;4;;1;0
;14043207;01;299.12273198;1;1427.75;0;444444444444;2014;2015;52;2;0;12;;1;0
;14043240;01;508.86665506;0;3193;11;111111111114;2014;2015;46;1;0;1;;1;0
;14043241;01;138.67450996;1;1146.75;0.8982905983;444444444444;2014;2015;59;2;0;12;;0;0
;14043246;01;874.68313613;0;114.81818182;0;944444444444;2014;2015;51;11;0;11;;0;0
1;14043250;02;744.82198973;0;284.33333333;1.9401709402;444111444444;2014;2015;19;1;1;9;0;1;1
;14043252;01;772.01782843;0;1307;11;111111111114;2014;2015;56;1;0;1;;0;0
;14043256;01;311.06183211;0;864.90909091;1;444444444441;2014;2015;51;2;1;11;;0;0
;14043261;02;356.80196757;1;566.4;5.1538461538;444441111111;2014;2015;58;1;0;5;;0;0
;14043277;01;867.65249595;1;24007;11;411111111111;2014;2015;40;1;0;1;;1;0
;14043303;01;390.19100201;1;1328.8333333;5.2034188034;444441111114;2014;2015;58;1;1;6;;1;0
;14043317;01;333.22814385;1;1066;11;411111111111;2014;2015;49;1;0;1;;1;0
;14043318;01;381.51728264;1;1996;11;111111111141;2014;2015;33;1;0;1;;1;0
;14043333;01;226.63590371;0;1935;8;444411111111;2014;2015;47;1;0;4;;1;0
;14043333;02;226.63590371;0;2029;2.2205128205;499999999999;2014;2015;45;9;0;1;;0;0
;14043334;02;559.75477623;1;968;10.92991453;111111111114;2014;2015;60;1;1;1;;1;0
;14043337;01;778.20575311;1;1070.2;7;444441111111;2014;2015;42;1;0;5;;1;0
;14043341;01;1052.2559155;0;872.8;6.2034188034;444441111111;2014;2015;31;1;0;5;;1;0
1;14043344;06;448.98381662;0;1195.4285714;5;444444111114;2014;2015;32;1;0;7;0;0;0
;14043357;02;883.0273945;1;4583.5;9.7829059829;111111111144;2014;2015;41;1;0;2;;0;0
;14043362;01;372.52486184;0;1735;10;441111111111;2014;2015;29;1;0;2;;1;1
;14043370;02;453.79329364;1;756;10.967521368;411111111111;2014;2015;34;1;0;1;;0;0
;14043372;01;617.26321505;0;975.27272727;1;444444444441;2014;2015;30;2;0;11;;0;0
;14043374;04;697.50788301;1;1902;9;411111331111;2014;2015;22;1;0;1;;0;1
;14043378;01;315.2488998;1;374.875;2.0735042735;977744444444;2014;2015;21;2;0;8;;0;1
;14043410;01;1023.2080213;1;738.25;8;111114444111;2014;2015;27;1;0;4;;0;1
;14043413;02;396.31626288;1;1541.5;8;144441111111;2014;2015;56;1;0;4;;1;0
;14043414;02;329.0925469;1;502.25;2;555555114444;2014;2015;55;1;0;4;;0;0
;14043433;01;407.90206794;0;300;8.6247863248;941111111111;2014;2015;26;1;0;1;;0;1
;14043433;02;407.90206794;0;786.88888889;3;444444444111;2014;2015;25;1;0;9;;1;1
;14043456;02;907.01806399;1;2990.1666667;0;555555444444;2014;2015;63;1;0;6;;0;0
;14043457;02;78.003388466;1;263;0;994444444444;2014;2015;63;2;0;10;;0;0
;14043481;02;562.1171489;1;2161;8;444411111111;2014;2015;59;1;0;4;;1;0
1;14043485;01;598.56619548;0;1818.6363636;1;444444444441;2014;2015;26;2;0;11;0;1;1
1;14043496;02;513.14018416;1;544.5;8.7495726496;141411111111;2014;2015;22;1;0;2;0;1;1
;14043503;04;527.00417817;1;1849.5833333;0;444444444444;2014;2015;61;3;0;12;;0;0
;14043513;01;433.74633497;0;923.75;0;444444444444;2014;2015;43;1;1;12;;0;0
;14043513;02;433.74633497;0;1154.2;3;222211144444;2014;2015;44;1;1;5;;1;0
;14043517;01;568.12542589;1;1387;10.784615385;411111111111;2014;2015;21;1;0;1;;1;1
1;14043522;01;724.80229547;1;672.5;0.1299145299;444444441111;2014;2015;47;1;0;8;0;0;0
;14043527;01;695.29105313;0;1171.5;7.764957265;444111111114;2014;2015;47;1;1;4;;1;0
;14043531;01;935.99408096;0;456.2;1.9128205128;444444444411;2014;2015;42;3;1;10;;1;0
1;14043540;01;638.47763054;0;612.91666667;0;444444444444;2014;2015;41;3;1;12;0;1;0
1;14043542;01;372.2911224;1;2133.5714286;5;444444411111;2014;2015;29;1;0;7;0;1;1
;14043543;01;367.49732261;0;1585;10.97008547;111111111411;2014;2015;38;1;0;1;;1;0
;14043543;02;367.49732261;0;943.16666667;5.8675213675;411111144444;2014;2015;35;7;0;6;;0;0
;14043546;01;637.2802238;0;926.66666667;0.5188034188;444444444444;2014;2015;29;2;0;12;;1;1
;14043553;01;568.42399622;0;187.66666667;7.9238095238;444111111111;2014;2015;44;1;0;3;;0;0
;14043560;02;1047.2615389;1;1499.6666667;9;444111111111;2014;2015;38;1;0;3;;0;0
;14043563;02;1056.7810016;1;907.66666667;6;111111444444;2014;2015;31;1;0;6;;0;0
;14043566;01;2557.7124691;1;593;5;119999991141;2014;2015;25;1;0;1;;0;1
;14043572;01;465.92182002;1;641.75;8;441441111111;2014;2015;31;1;0;4;;1;0
;14043577;01;1411.438264;1;1469.2727273;1;144444444444;2014;2015;34;2;0;11;;1;0
;14043596;01;450.17014305;1;496.875;0;777944444444;2014;2015;42;6;1;8;;0;0
;14043598;01;1408.9763733;1;619.25;0;444444444444;2014;2015;46;6;0;12;;0;0
;14043610;01;666.81667919;0;6622;8.9421245421;411111111111;2014;2015;36;1;1;1;;0;0
;14043613;01;583.66504461;0;627.5;10;441111111111;2014;2015;33;1;0;2;;1;0
;14043622;01;326.26094198;0;138.25;0;444444444444;2014;2015;48;2;1;12;;0;0
;14043622;02;326.26094198;0;2896.5;10;111111111144;2014;2015;51;11;0;2;;1;0
