ident;noi;wpela15;couple;chom_mens;nbmois_sal;cal0;anref;anleg;age;duree_ss_emploi;pas_diplome;nbmois_cho;ass;sexe;moins_30
13024732;01;871.77948879;0;1892;7;111111144444;2013;2015;28;3;0;5;;0;1
13024732;02;871.77948879;0;1821.6666667;3.7082897545;444499411114;2013;2015;30;0;0;6;;1;0
13024764;01;761.34041844;0;1119.2;0.3936874532;441144444444;2013;2015;54;2;0;10;;0;0
13024779;01;1649.8152149;0;506.70416667;0;444444444444;2013;2015;59;3;0;12;;1;0
13024779;02;1649.8152149;0;506.70416667;0;444444444444;2013;2015;49;3;0;12;;0;0
13024793;01;664.82226296;0;1108.75;4;444444441111;2013;2015;25;1;0;8;;0;1
13024856;01;699.98283388;0;506.70416667;0;444444444444;2013;2015;34;4;0;12;1;0;0
13024859;02;1023.172195;1;1132.125;3.508493372;444444411114;2013;2015;45;0;1;8;;1;0
13024916;01;680.31436329;0;2117.1428571;5;444444411111;2013;2015;45;0;0;7;0;0;0
13024917;01;486.33350955;0;606.2;0.0706176869;444446666661;2013;2015;31;3;0;5;0;0;0
13024919;01;476.20709594;1;506.70416667;0;444444444444;2013;2015;37;5;0;12;;1;0
13024969;01;972.29171732;0;404.18181818;1;414444444444;2013;2015;40;6;1;11;;1;0
13024984;01;596.14703881;1;510.93888889;0;444999444444;2013;2015;59;3;1;9;;1;0
13024985;02;660.79612937;1;656.16666667;0;444444444444;2013;2015;30;2;1;12;0;0;0
13024993;02;258.16443505;0;515.77857143;0;994444448884;2013;2015;42;6;0;7;;1;0
13025031;01;465.14258436;0;506.70416667;0;444444444444;2013;2015;59;5;0;12;;1;0
13025036;02;514.75087975;1;522.67727273;0.2798871738;144444444444;2013;2015;30;0;1;11;;1;0
13025069;01;499.38094354;0;695;3;444444411144;2013;2015;57;1;0;9;;0;0
13025105;01;1114.7912217;0;418.04090909;0.0493093535;444444444441;2013;2015;52;0;1;11;1;0;0
13025106;01;784.83471839;0;576.33333333;9;441111111114;2013;2015;29;2;0;3;;1;1
13025110;01;401.73110093;0;1048.3333333;6;444441111114;2013;2015;38;1;0;6;;0;0
13025146;01;280.35777823;1;506.70416667;0;444444444444;2013;2015;43;5;1;12;1;0;0
13025159;02;892.25219931;0;1681.75;0;444444444444;2013;2015;46;2;0;12;0;0;0
13025208;01;727.80225529;0;370.5;1;144444499944;2013;2015;53;4;0;8;1;0;0
13025280;01;297.04234998;1;923.33333333;0;444444444444;2013;2015;36;2;0;12;0;1;0
13025282;01;815.69950627;0;1459.25;8;111111114444;2013;2015;52;0;0;4;;1;0
13025284;02;775.95819662;1;532.16111111;1;994414444444;2013;2015;26;7;0;9;;1;1
13025503;01;328.50459277;1;331.66666667;0;444444444444;2013;2015;52;3;1;12;0;0;0
13025547;01;2133.2098525;0;509.245;0;884444444444;2013;2015;45;8;1;10;;1;0
13025584;01;837.00034283;0;382.24166667;0;488888844444;2013;2015;52;4;0;6;1;0;0
13025627;02;402.49352204;1;1192.5;3.049478407;444444711111;2013;2015;35;1;0;6;;1;0
13025638;01;835.55852536;0;474.28571429;5;444444111114;2013;2015;24;1;0;7;;0;1
13025664;01;257.07160556;0;513.05625;0;444444448888;2013;2015;44;6;1;8;;0;0
13025678;01;696.68099322;1;506.70416667;0;444444444444;2013;2015;46;2;0;12;;1;0
13025705;01;817.3711658;0;2053.6666667;0;444444444444;2013;2015;47;2;0;12;;0;0
13025712;01;694.70015167;0;1041.0833333;2.1598677901;444444444444;2013;2015;57;2;0;12;;1;0
13025759;01;345.6891146;1;504.45416667;0.0232521652;444444444444;2013;2015;53;2;1;12;;1;0
13025766;01;342.36384623;1;743.71428571;5;444411111444;2013;2015;31;1;1;7;;0;0
13025822;02;280.61598103;1;494;2;799911777444;2013;2015;58;1;0;3;;0;0
13025839;01;497.29188505;1;819.66666667;5.6011882404;444111111444;2013;2015;41;1;0;6;;0;0
13025860;02;550.1259075;1;506.70416667;0;444444444444;2013;2015;55;4;0;12;;1;0
13025919;01;551.81771687;1;506.70416667;0;444444444444;2013;2015;62;5;0;12;;1;0
13025922;01;563.37037083;0;2413.8333333;3;444444111999;2013;2015;29;1;0;6;;0;1
13025922;02;563.37037083;0;1699;11;111111111114;2013;2015;39;0;0;1;;1;0
13026023;01;1028.3960725;0;4373.5833333;0;444444444444;2013;2015;60;3;0;12;0;1;0
13026062;04;470.90688803;1;976.25;0;444444444444;2013;2015;21;0;0;12;;1;1
13026074;01;455.20007514;1;506.70416667;0;444444444444;2013;2015;57;24;1;12;1;0;0
13026075;02;421.33074708;1;45.285714286;0.1271610474;911441144444;2013;2015;26;0;0;7;;1;1
13026087;02;522.49423976;1;509.245;0;994444444444;2013;2015;51;4;1;10;;1;0
13026106;01;850.75230656;0;819.28571429;5;114444444111;2013;2015;25;1;0;7;;1;1
13026107;02;2152.9884492;0;507.85909091;0;944444444444;2013;2015;39;7;0;11;1;1;0
13026140;01;498.12511138;0;421.33333333;3;111444444444;2013;2015;30;3;0;9;;0;0
13026145;01;434.86075341;0;827.5;6;444111114441;2013;2015;48;1;1;6;0;0;0
13026157;01;650.12655428;0;555.49444444;0.9128627821;994414444444;2013;2015;54;1;1;9;;0;0
13026164;02;1050.6621661;1;960.58333333;0;444444444444;2013;2015;60;2;0;12;0;0;0
13026173;01;707.9704921;0;506.70416667;0;444444444444;2013;2015;27;4;0;12;;0;1
13026177;01;554.66850113;0;918.66666667;0;444444444444;2013;2015;61;2;1;12;;0;0
13026195;01;905.4616531;0;506.70416667;0;444444444444;2013;2015;51;7;0;12;1;1;0
13026201;01;597.933482;0;815.75;8;111111114444;2013;2015;25;0;0;4;;0;1
13026201;02;597.933482;0;703.18181818;2.3002419726;444444444447;2013;2015;26;2;0;11;0;1;1
13026202;01;1325.2969196;0;507.85909091;0;944444444444;2013;2015;51;6;1;11;;0;0
13026202;02;1325.2969196;0;999;2;441144444444;2013;2015;54;5;1;10;0;1;0
13026217;02;816.69478197;1;506.70416667;0;444444444444;2013;2015;45;6;1;12;1;1;0
13026249;01;319.06723571;0;1080.7777778;3;144441144444;2013;2015;36;2;0;9;;0;0
13026264;01;486.64001705;1;865;1.8970814151;111111114444;2013;2015;31;0;0;4;;1;0
13026265;02;700.97075683;0;238.7875;0;444444444444;2013;2015;59;4;0;12;;0;0
13026328;02;426.41970144;0;1520.6666667;0;444444444444;2013;2015;59;2;0;12;;0;0
13026347;01;394.34176909;0;498.20416667;0.0852579391;444444444444;2013;2015;40;6;0;12;;1;0
13026347;02;394.34176909;0;570.225;0;446666666666;2013;2015;33;4;0;2;;0;0
13026363;01;394.93893971;0;2489.8181818;1;444444444441;2013;2015;46;0;0;11;;0;0
13026363;02;394.93893971;0;1221.5;0;444444444444;2013;2015;46;0;0;12;;1;0
13026430;01;714.50843034;0;286.07833333;0;444444444488;2013;2015;53;5;1;10;1;0;0
13026450;02;1382.7596362;1;506.70416667;0;444444444444;2013;2015;36;3;0;12;;1;0
13026459;01;408.02128354;1;423.5375;0.8405227126;444444444444;2013;2015;38;2;0;12;;1;0
13026488;01;1048.4667747;0;1558.75;0.1636263477;114444333333;2013;2015;26;0;0;4;;0;1
13026490;01;847.88018365;0;494;1.5102834923;111111444444;2013;2015;47;0;0;6;;1;0
13026490;02;847.88018365;0;532.1125;0;444433333333;2013;2015;38;2;0;4;;0;0
13026506;01;453.87172595;1;509.245;0;994444444444;2013;2015;61;3;1;10;;0;0
13026519;04;3056.6356124;0;135.25;0.6312532257;444411133333;2013;2015;26;0;0;4;;0;1
13026519;05;3056.6356124;0;575.5;10;111111111414;2013;2015;27;0;0;2;;1;1
13026545;01;622.40346277;0;64.870833333;4.4833619279;444444444444;2013;2015;56;5;0;12;;0;0
13026577;02;444.4268293;0;468.67727273;0.7862676604;444444414444;2013;2015;59;4;1;11;;0;0
13026586;02;710.80028566;0;494;3;111444444444;2013;2015;34;3;0;9;;0;0
13026601;01;502.35569508;0;346.27222222;0.0484235567;444444411144;2013;2015;57;0;0;9;;0;0
13026622;01;511.72703548;0;789.11111111;3;144444444411;2013;2015;59;1;0;9;0;0;0
13026627;01;1285.7442661;1;506.70416667;0;444444444444;2013;2015;60;4;0;12;;0;0
13026634;01;908.31376616;0;507.85909091;0;944444444444;2013;2015;41;4;1;11;;1;0
13026636;01;673.73978396;0;1675;0;444444433333;2013;2015;28;2;0;7;;0;1
13026637;01;799.09918594;0;911.71428571;5;411414114444;2013;2015;31;0;0;7;;0;0
13026650;01;636.62696782;0;443.37083333;0.6424487127;444444444444;2013;2015;32;2;0;12;;0;0
13026651;01;571.87564848;0;1144;2.2253183292;444444444444;2013;2015;59;2;0;12;;0;0
13026660;01;2715.354068;0;723.8;2.2399585814;444111111144;2013;2015;43;1;0;5;;0;0
13026665;02;341.74294245;0;288.66666667;0.5279102693;444444333333;2013;2015;25;0;0;6;;1;1
13026686;02;388.42285342;0;279.8;6.1402939966;441111111444;2013;2015;30;1;0;5;;0;0
13026727;02;632.55292834;1;453.22014257;1.2157560664;111144444447;2013;2015;26;3;0;7;;0;1
13026750;01;895.70895025;0;1111.8888889;3;111444444444;2013;2015;50;0;0;9;0;1;0
13026760;02;461.77424321;1;171;2.981444294;444411141444;2013;2015;57;1;0;8;0;0;0
13026764;01;586.24533029;0;506.70416667;0;444444444444;2013;2015;57;5;0;12;;0;0
13026766;01;772.18016753;0;506.70416667;0;444444444444;2013;2015;57;4;0;12;1;1;0
13026778;01;243.075968;1;1479.5;6;111111444444;2013;2015;40;1;0;6;;1;0
13026795;03;464.42758848;0;1200.4;7;444111111144;2013;2015;58;1;0;5;0;1;0
13026821;02;493.08980012;1;130.42857143;1.3929154203;911114444444;2013;2015;34;0;1;7;;1;0
13026866;02;911.63808245;0;506.70416667;0;444444444444;2013;2015;53;6;0;12;1;0;0
13026974;01;283.42093717;1;423.42857143;3.6936495023;111444444421;2013;2015;48;0;0;7;;1;0
13026993;01;229.49464514;1;1502.9090909;0;344444444444;2013;2015;36;2;0;11;;1;0
13026998;01;551.57567568;0;532.1125;0;444499999999;2013;2015;64;7;0;4;;1;0
13027001;02;704.85366877;1;978.75;0;444444444444;2013;2015;59;3;0;12;;1;0
13027042;01;700.15943892;0;596.75;4;444444441111;2013;2015;42;1;0;8;0;0;0
13027073;01;984.28126776;1;4291.9;2;444444411444;2013;2015;47;2;0;10;;0;0
13027112;01;1316.8324239;0;362.745;1.6405694339;144444444441;2013;2015;30;2;0;10;;1;0
13027113;01;396.2634997;0;1159.7777778;0.2384269638;144444444141;2013;2015;30;1;0;9;;0;0
13027121;01;336.47583617;0;477;11;111111111114;2013;2015;41;0;0;1;;1;0
13027162;02;1589.3975492;0;1343.6666667;9;111111141144;2013;2015;28;2;0;3;;0;1
13027165;01;1006.9160204;0;859.2;2;444441144444;2013;2015;40;2;0;10;;0;0
13027165;02;1006.9160204;0;1369;4.8502294234;141111444411;2013;2015;47;1;1;5;;1;0
13027184;01;344.32821948;1;2780;11;111111111114;2013;2015;39;0;1;1;;1;0
13027186;01;748.76249721;0;675;2.9289116245;444444411111;2013;2015;42;1;1;7;0;0;0
13027192;01;421.72684344;0;272.40833333;1.861895599;444999444111;2013;2015;59;10;0;6;;0;0
13027212;02;612.71019009;1;768.83333333;0;444444444444;2013;2015;60;2;0;12;0;0;0
13027284;02;418.16954149;1;418.04090909;1;444444444441;2013;2015;52;6;0;11;;1;0
13027285;01;439.00077345;0;950.58333333;0.2583573912;444444444444;2013;2015;34;3;0;12;;1;0
13027302;02;584.00682428;0;494;0;777777774444;2013;2015;55;2;0;4;;0;0
13027336;01;1296.1397805;0;408.5375;0.9929535734;444444444444;2013;2015;27;2;0;12;1;1;1
13027336;02;1296.1397805;0;308;0;477777777777;2013;2015;25;3;1;1;;0;1
13027370;01;659.06270795;0;435.68125;4;144111444444;2013;2015;44;5;0;8;;0;0
13027392;01;361.44041582;1;933.16666667;0;444444444444;2013;2015;49;2;1;12;0;1;0
13027406;01;407.25237093;0;389.55625;4;444411114444;2013;2015;55;4;0;8;;0;0
13027409;01;494.41163629;0;316.2875;1.9273461381;444444444444;2013;2015;37;2;0;12;;0;0
13027451;01;324.93544719;1;562.66666667;0.8112422082;794414444444;2013;2015;23;1;0;9;;0;1
13027465;01;1125.7315501;0;900.66666667;9;111111111444;2013;2015;23;0;0;3;;1;1
13027490;01;298.90582722;0;247.33333333;9;111111111444;2013;2015;31;0;0;3;;1;0
13027514;02;501.51324121;1;506.70416667;0;444444444444;2013;2015;52;2;0;12;;1;0
13027518;01;283.94372732;1;788.85714286;5;444444411111;2013;2015;38;1;0;7;;1;0
13027535;01;1567.9359964;0;601.75;7.8187558478;441111111144;2013;2015;33;0;0;4;;1;0
13027551;01;1396.3215783;0;814.16666667;0.2936908401;441111114444;2013;2015;29;0;0;6;;1;1
13027559;01;1032.0145872;0;744.625;3.8038819892;444444441111;2013;2015;57;1;0;8;0;1;0
13027594;01;352.59626215;0;622.91666667;2.6386901551;444444444444;2013;2015;42;2;1;12;;0;0
13027594;02;352.59626215;0;146.5375;3.672980911;444444444444;2013;2015;44;2;0;12;;1;0
13027609;01;841.4509178;0;325.12083333;1.8403658164;444444444444;2013;2015;43;7;1;12;;0;0
13027636;03;423.00498096;0;1538;6.7291027938;111111111144;2013;2015;30;0;0;2;;0;0
13027653;01;373.64098842;0;510.25;8;111111114444;2013;2015;30;1;0;4;;1;0
13027734;01;927.96192827;0;327.80625;3;444444441118;2013;2015;53;4;0;8;;0;0
13027759;01;379.01514456;0;2041.3333333;6;977111111444;2013;2015;46;1;0;3;;0;0
13027801;02;378.10311836;1;717;8;111111114444;2013;2015;43;0;0;4;;1;0
13027832;01;826.91256442;0;410.445;2;444444444411;2013;2015;50;1;0;10;1;1;0
13027901;01;951.46351719;1;160.5;6;411111144444;2013;2015;31;1;1;6;;1;0
13027920;02;271.04749152;1;544.81666667;0;444888888888;2013;2015;59;11;1;3;;1;0
13027942;01;385.27148874;0;538.27222222;1.5725353209;444444441114;2013;2015;44;1;0;9;1;0;0
13027948;01;624.11721752;0;1846.4166667;0;444444444444;2013;2015;46;2;0;12;;1;0
13027950;01;640.24189116;0;1474.7777778;3;444444444111;2013;2015;39;1;0;9;;1;0
13027950;02;640.24189116;0;418.04090909;1;444444444414;2013;2015;32;0;0;11;;0;0
13028023;02;263.74145799;1;574.80625;2;444444477114;2013;2015;43;8;1;8;;1;0
13028028;01;826.79413687;1;776.33333333;5;944444411111;2013;2015;29;1;0;6;;0;1
13028072;01;682.44965333;0;29.204166667;4.8450622756;444444444444;2013;2015;57;3;0;12;;0;0
13028072;02;682.44965333;0;2696.4444444;3;444444444111;2013;2015;60;1;1;9;;1;0
13028095;01;407.76107613;1;507.85909091;0;944444444444;2013;2015;41;2;0;11;;1;0
13028108;01;445.64746253;0;506.70416667;0;444444444444;2013;2015;61;6;1;12;;1;0
13028108;02;445.64746253;0;507.76818182;0.0008611913;444484444444;2013;2015;54;3;1;11;;0;0
13028109;01;807.04496401;0;16.954166667;0;444444444444;2013;2015;48;6;0;12;;1;0
13028211;01;799.92523264;0;625.66666667;0;444444444444;2013;2015;46;2;0;12;0;0;0
13028215;01;304.98887779;1;1111.4;2;222224444411;2013;2015;49;1;0;5;;1;0
13028232;01;381.58068121;0;465.20416667;0.4211225476;444444444444;2013;2015;39;2;0;12;;0;0
13028236;08;718.01182887;1;472.5;5.3169212937;111114411144;2013;2015;27;2;0;4;0;1;1
13028238;04;677.59021863;1;506.70416667;0;444444444444;2013;2015;26;4;0;12;;0;1
13028261;02;1085.3916647;1;1382.2222222;3;444444444111;2013;2015;31;1;0;9;;1;0
13028351;01;617.47713817;0;352.85714286;2;222444444411;2013;2015;38;3;0;7;;1;0
13028352;01;920.72023593;0;1198.3333333;3;111444444444;2013;2015;30;0;0;9;;0;0
13028362;01;788.77916988;0;1711.6;7;111111144444;2013;2015;38;0;0;5;0;1;0
13028444;01;661.41406648;0;851.2;7;111111441444;2013;2015;48;1;0;5;;0;0
13028445;02;485.987383;0;1192.2;5.3402472753;414111111444;2013;2015;29;1;0;5;0;0;1
13028451;02;729.98222877;1;325.74375;3.3663968068;444411441144;2013;2015;36;4;1;8;;0;0
13028459;03;824.30734219;1;984.91666667;0;444444444444;2013;2015;54;2;0;12;0;0;0
13028500;01;798.10655837;1;506.70416667;0;444444444444;2013;2015;59;22;0;12;;1;0
13028504;02;198.15170646;1;2398;8.8125706125;111411111144;2013;2015;39;2;1;3;;1;0
13028516;01;776.84830044;0;790.2;2;444444444411;2013;2015;25;1;0;10;0;1;1
13028578;01;715.19509201;0;211.71428571;5;114411144444;2013;2015;38;6;0;7;;1;0
13028597;01;621.34441592;0;608.045;2;114444444444;2013;2015;36;2;0;10;;1;0
13028625;01;637.25495476;0;1580.1666667;6;144411111444;2013;2015;55;1;0;6;0;1;0
13028713;01;508.32828958;1;507.71666667;0.0249745478;884444444442;2013;2015;58;2;1;9;;0;0
13028731;01;529.08305487;0;573.21666667;2.0227661345;111111111444;2013;2015;52;0;0;3;;0;0
13028733;01;690.28544337;0;506.70416667;0;444444444444;2013;2015;47;3;1;12;;0;0
13028736;02;1278.5214063;1;303.88888889;3;444444444111;2013;2015;38;1;0;9;0;1;0
13028744;01;903.6131565;0;1588;10;111111111414;2013;2015;44;0;0;2;;1;0
13028761;01;463.64036487;0;948.08333333;0.028419313;444444444444;2013;2015;60;2;0;12;0;0;0
13028789;01;369.32536652;1;469.9;1.6758782773;444444414144;2013;2015;60;2;0;10;0;1;0
13028832;01;311.84254354;0;459.845;2;444444114444;2013;2015;36;6;0;10;;1;0
13028832;02;311.84254354;0;506.70416667;0;444444444444;2013;2015;33;4;0;12;;0;0
13028842;01;576.94108092;0;268.645;2.0281055206;449944444444;2013;2015;52;11;1;10;;1;0
13028855;01;594.92928133;0;414.75;4;444111144444;2013;2015;28;1;0;8;0;0;1
13028881;01;583.5510079;0;1938;7;141111114444;2013;2015;48;1;0;5;;1;0
13028894;01;511.05623629;1;506.70416667;0;444444444444;2013;2015;37;11;0;12;;1;0
13028986;01;894.31359758;0;1192.25;0;444444444444;2013;2015;56;2;0;12;0;1;0
13028989;02;413.09254109;0;466;5;114414144414;2013;2015;19;0;0;7;;1;1
13028989;04;413.09254109;0;743.16666667;0;444444333333;2013;2015;18;0;0;6;0;0;1
13029003;01;903.76205202;1;506.70416667;0;444444444444;2013;2015;57;2;0;12;;0;0
13029013;01;838.75385205;1;758;4;114444444411;2013;2015;22;2;0;8;0;1;1
13029052;01;1980.9414639;0;570.225;0;448888888888;2013;2015;48;4;1;2;;0;0
13029067;01;798.14039467;0;280.70416667;0;444444444444;2013;2015;38;10;0;12;;1;0
13029087;01;626.92702623;1;211.71428571;3.9130072301;114444141441;2013;2015;42;7;0;7;;1;0
13029110;01;517.61957137;0;506.70416667;0;444444444444;2013;2015;60;10;0;12;1;0;0
13029151;01;517.57658102;0;3084.5;3.644561598;111111111144;2013;2015;32;1;0;2;;0;0
13029199;01;790.7051327;0;519.40833333;0;448884448884;2013;2015;58;24;1;6;;1;0
13029313;01;696.99335246;0;1539.4;7;444141111114;2013;2015;27;1;0;5;0;0;1
13029316;01;743.55914496;0;404.18181818;1;414444444444;2013;2015;32;2;0;11;;1;0
13029319;01;761.32635827;0;506.70416667;0;444444444444;2013;2015;41;2;0;12;;1;0
13029342;01;518.61006535;1;1585;4;111444122222;2013;2015;41;1;1;3;;1;0
13029394;01;732.65405206;0;731.33333333;2.3148822248;444444441114;2013;2015;32;1;0;9;;1;0
13029413;01;380.9631178;1;948.5;0;444444444444;2013;2015;54;3;1;12;;1;0
13029428;01;728.3296201;1;296.4;7;111111144444;2013;2015;55;4;1;5;;1;0
13029449;01;813.85087435;0;329.33333333;2.1435051553;111444133333;2013;2015;30;4;0;3;;0;0
13029461;01;1498.1486909;0;506.70416667;0;444444444444;2013;2015;27;0;0;12;;1;1
13029468;01;603.19558825;0;1746.875;1.9247625641;411144444449;2013;2015;56;2;0;8;;1;0
13029472;01;813.41160864;0;415.37083333;0.9231970777;444444444444;2013;2015;34;2;1;12;;0;0
13029478;01;481.06801885;0;452.66666667;6;111111444444;2013;2015;22;3;0;6;;0;1
13029506;01;644.68612159;0;427;3;111444444444;2013;2015;28;2;0;9;;0;1
13029543;01;379.80563325;0;902.375;3.7659895718;411114444444;2013;2015;41;0;0;8;;1;0
13029630;01;684.09160157;0;324.4375;8;111111114444;2013;2015;60;0;0;4;;0;0
13029634;02;336.63121852;0;563.125;0.9607942295;444444441111;2013;2015;47;1;0;8;0;1;0
13029647;01;962.39553764;0;358.70416667;0;444444444444;2013;2015;57;12;1;12;;0;0
13029662;01;608.6831433;1;506.70416667;0;444444444444;2013;2015;50;2;0;12;1;1;0
13029728;02;380.98199242;1;14.638888889;6;141414441141;2013;2015;39;5;0;6;;1;0
13029800;01;647.76178874;0;494;1.1798812972;111448888888;2013;2015;42;4;0;2;;0;0
13029851;01;455.44461163;1;266.05625;1.8851477642;444444411411;2013;2015;59;1;0;8;;0;0
13029887;02;439.30905021;1;959.33333333;0;444444444444;2013;2015;62;3;0;12;;0;0
13029939;02;366.60545183;1;1315.6666667;3;144114444444;2013;2015;26;2;0;9;;1;1
13029943;01;490.5094955;0;1364.1666667;6;114411114444;2013;2015;35;2;0;6;;1;0
13029969;01;749.49027115;0;451.20416667;0.5709698345;444444444444;2013;2015;48;5;0;12;;1;0
13029978;02;708.08609575;1;506.70416667;0;444444444444;2013;2015;57;2;0;12;;0;0
13029982;01;364.41148399;1;496.3625;0.2394111825;444499999999;2013;2015;47;3;1;4;1;1;0
13029983;01;822.39539321;0;517.91666667;0.0327252695;444444444444;2013;2015;52;4;1;12;0;0;0
13029989;01;532.3793702;1;1203;2;444444443114;2013;2015;28;2;0;9;0;1;1
13030005;01;374.92603083;0;597.58528604;1.151240535;911144111444;2013;2015;50;2;1;5;;0;0
13030006;01;968.34402716;0;296.4;7;111111144444;2013;2015;58;0;0;5;;0;0
13030043;01;625.29079839;0;350.81481481;3;411144444444;2013;2015;49;4;1;9;;0;0
13030083;01;949.45852679;1;700.77055302;0.768920807;111111111144;2013;2015;58;0;0;2;;1;0
13030091;01;776.52672486;0;960.83333333;0;444444444444;2013;2015;45;2;1;12;;0;0
13030105;01;1362.8022031;0;506.70416667;0;444444444444;2013;2015;27;3;1;12;;1;1
13030131;01;1088.6529088;0;1382.9090909;0.2359664173;144444444444;2013;2015;38;3;0;11;0;0;0
13030136;01;613.28034315;0;862.14285714;5;111411444444;2013;2015;31;0;0;7;0;1;0
13030267;01;671.67577914;0;1482;6.4043106449;111111111114;2013;2015;58;0;0;1;;0;0
13030269;01;951.28418441;0;410.445;1.9083999294;444444444411;2013;2015;33;1;0;10;;1;0
13030293;01;1112.5515204;1;785.33333333;3;444444444111;2013;2015;42;1;0;9;0;1;0
13030300;01;554.4032763;0;633.41666667;0;444444444444;2013;2015;32;2;0;12;0;0;0
13030321;01;836.73602822;0;3293.1666667;6;111111444444;2013;2015;46;0;0;6;0;0;0
13030327;01;560.52306226;1;1007.3333333;6;441111114444;2013;2015;38;2;0;6;;1;0
13030364;02;1449.4216983;0;506.70416667;0;444444444444;2013;2015;53;5;0;12;;1;0
13030366;02;605.13527379;1;994.8;7;444111111144;2013;2015;28;7;1;5;;0;1
13030380;02;1642.9926952;0;698.85714286;5;111144144444;2013;2015;27;0;0;7;;1;1
13030396;01;731.93595537;0;764.33333333;6;411111144444;2013;2015;41;2;0;6;;0;0
13030410;01;1125.9116398;1;1128.3333333;0;444444222222;2013;2015;39;1;0;6;;1;0
13030462;01;570.15104198;0;541.14285714;2;118884444444;2013;2015;27;2;0;7;;0;1
13030519;02;622.99524114;1;445.37142857;3.0063942363;111111144444;2013;2015;55;2;0;5;;0;0
13030537;01;1435.0922731;1;4594.0833333;0;444444444444;2013;2015;34;2;0;12;0;1;0
13030550;02;477.09253745;1;909.54545455;0.9361149473;444444444441;2013;2015;22;0;0;11;;1;1
13030574;01;390.3403637;1;444.6;0.2521568138;114444444444;2013;2015;28;0;0;10;;1;1
13030599;01;537.68195676;0;470.76818182;0.7630154952;144444444444;2013;2015;30;3;0;11;;0;0
13030599;02;537.68195676;0;364.44444444;2.1193917988;444111444444;2013;2015;21;1;1;9;0;1;1
13030620;01;267.91371108;1;921.58333333;0;444444444444;2013;2015;62;3;1;12;;0;0
13030621;01;540.9492621;0;1380.5833333;0.0568386261;444444444444;2013;2015;47;2;0;12;0;1;0
13030629;01;761.17530612;0;496;0.3875360867;444144444999;2013;2015;43;2;1;8;0;1;0
13030651;01;1209.5333681;0;347.85909091;1.4829714253;444444444447;2013;2015;37;4;1;11;;1;0
13030652;05;665.10978428;0;287.5;1.4493849644;334444333333;2013;2015;25;2;0;4;;1;1
13030654;01;881.20925031;0;506.70416667;0;444444444444;2013;2015;63;11;0;12;;0;0
13030675;01;1630.7388161;0;773.6;7;111114444411;2013;2015;31;0;0;5;;1;0
13030726;01;523.36323742;1;506.70416667;0;444444444444;2013;2015;28;2;1;12;;1;1
13030753;01;2346.6732253;0;1954.9166667;0;444444444444;2013;2015;32;2;0;12;0;1;0
13030763;01;524.21673366;0;918.85714286;0.1194349311;114441114444;2013;2015;57;0;1;7;0;0;0
13030791;01;746.74050459;0;1709;0;444444444444;2013;2015;46;2;0;12;0;0;0
13030834;02;630.59650371;1;432;0.9726048531;444111111114;2013;2015;29;1;0;4;;1;1
13030868;01;1048.0957749;0;1228.4166667;0;444444444444;2013;2015;55;2;0;12;;0;0
13030895;01;1003.3783761;0;302.85555556;2.1047515467;444444888444;2013;2015;41;3;1;9;;1;0
13030895;02;1003.3783761;0;809;3;444444444111;2013;2015;33;1;0;9;;0;0
13030913;01;76.833645434;0;266.05625;0.4891566606;444444441111;2013;2015;57;1;1;8;;1;0
13030929;02;405.79709046;1;923.16666667;0;444444444444;2013;2015;52;2;0;12;0;0;0
13030934;01;630.29895381;0;727.25;8;441111111144;2013;2015;33;0;0;4;;1;0
13030937;01;632.22368118;0;506.70416667;0;444444444444;2013;2015;48;2;1;12;;1;0
13030967;01;631.48878356;0;663.9;2;444444444411;2013;2015;33;0;1;10;0;1;0
13030967;02;631.48878356;0;507.85909091;0;444444444447;2013;2015;24;5;1;11;;0;1
13030992;01;665.40822631;1;1216.09;7;111111144444;2013;2015;54;6;0;5;;1;0
13030993;01;677.24693267;0;494;8;111111119994;2013;2015;34;4;0;1;;1;0
13031016;01;468.45716897;0;1183.5;10;111111111144;2013;2015;26;0;0;2;;0;1
13031018;01;291.23771563;0;1153.8571429;5;111114444444;2013;2015;47;2;0;7;;1;0
13031042;01;520.80852565;0;370.5;4;111144444444;2013;2015;57;1;1;8;;1;0
13031044;01;438.66286597;1;494;0;777774444444;2013;2015;45;7;1;7;;1;0
13031062;01;720.03047145;1;2114;10;111111111144;2013;2015;41;0;0;2;;1;0
13031092;03;2153.5746607;0;395.2;1.2745631297;114444499999;2013;2015;27;6;0;5;;1;1
13031092;04;2153.5746607;0;203.9;0;994444444444;2013;2015;24;2;0;10;;0;1
13031123;01;680.52651837;0;873.6;7;111114444411;2013;2015;49;1;0;5;;0;0
13031145;01;550.41452507;0;448.70416667;0.5907772345;444444444444;2013;2015;46;6;0;12;;0;0
13031150;01;598.44229687;0;494;3;111444444444;2013;2015;40;3;1;9;;1;0
13031166;01;478.5418607;0;7410;0.4848507041;777777777774;2013;2015;24;3;0;1;;0;1
13031166;02;478.5418607;0;516.7375;0.1033429565;444999999994;2013;2015;29;0;0;4;;1;1
13031178;01;878.72936056;0;410.445;2;444444444411;2013;2015;39;1;0;10;;1;0
13031178;02;878.72936056;0;513.33333333;0;444444444444;2013;2015;34;2;0;12;0;0;0
13031198;01;1059.4501056;1;974.25;0;444444444444;2013;2015;28;2;1;12;;1;1
