ident;noi;wpela15;couple;chom_mens;nbmois_sal;cal0;anref;anleg;age;duree_ss_emploi;pas_diplome;nbmois_cho;ass;sexe;moins_30
13006854;01;1122.0981629;0;434.125;4;444441114441;2013;2015;30;1;1;8;0;0;0
13006856;01;452.64882929;1;1210.8333333;1.6836289991;444444444444;2013;2015;55;2;0;12;;0;0
13006858;02;413.34633608;1;1018.3333333;6;111111444444;2013;2015;42;2;0;6;;1;0
13006860;02;721.4326848;0;1313.3333333;4;111144499999;2013;2015;31;0;0;3;;1;0
13006863;01;894.2981931;0;980.33333333;9;111111111444;2013;2015;38;0;0;3;;0;0
13006904;01;966.91249487;0;347.91666667;2.6318006246;444444444444;2013;2015;46;3;1;12;0;0;0
13006929;01;604.71423776;0;1086.2;2.0427457728;499944899944;2013;2015;43;2;1;5;;0;0
13006991;01;684.07320992;0;506.70416667;0;444444444444;2013;2015;42;5;1;12;;1;0
13007004;02;349.08257307;1;444.6;1.232586205;114444444444;2013;2015;58;2;1;10;;0;0
13007017;01;804.75565411;1;1479.9166667;0;444444444444;2013;2015;60;3;1;12;;1;0
13007025;01;503.32077411;1;519.40833333;0;499999944444;2013;2015;50;2;0;6;;1;0
13007037;02;689.74394197;1;491.5;0.0172238261;777777774444;2013;2015;26;3;0;4;;0;1
13007039;01;858.83022186;1;506.70416667;0;444444444444;2013;2015;38;1;1;12;;1;0
13007063;01;586.54031388;0;1201.75;0.0318640782;444444444444;2013;2015;44;2;1;12;;0;0
13007122;01;1153.8271379;0;4355;2.3847617477;111111111449;2013;2015;44;0;0;2;0;0;0
13007159;02;521.84573991;1;1260.6666667;0;444444444444;2013;2015;57;0;0;12;;0;0
13007160;01;702.67494353;1;406;7;111111144444;2013;2015;59;2;0;5;;1;0
13007199;01;297.17233424;1;501.66666667;3.5196888589;888111111444;2013;2015;51;1;1;3;0;1;0
13007211;01;877.54436173;0;494;3;111444444444;2013;2015;30;4;0;9;;0;0
13007219;02;276.49187733;1;3584.3333333;2;222222244411;2013;2015;38;0;0;3;;1;0
13007237;01;269.2388136;0;543.5;8;331111111144;2013;2015;30;1;0;2;;1;0
13007274;03;473.03261976;1;934.5;0;444444444444;2013;2015;39;3;0;12;;1;0
13007306;01;657.20790683;0;1215.1666667;0;444444444444;2013;2015;61;2;0;12;0;0;0
13007325;01;750.93792382;0;506.70416667;0;444444444444;2013;2015;32;5;1;12;;1;0
13007328;01;539.55901008;1;5253;3.2346345373;411111111144;2013;2015;59;0;1;3;0;1;0
13007336;01;832.8483185;0;2475;8.4250345257;411111111114;2013;2015;25;1;0;2;0;0;1
13007347;02;367.73545313;1;540.40454545;0.1145384434;144444444444;2013;2015;46;3;1;11;;0;0
13007350;01;921.51525382;0;4465.25;0;444444444444;2013;2015;59;3;0;12;;1;0
13007358;01;526.94150653;0;870;4;444444441111;2013;2015;25;1;1;8;;0;1
13007369;01;378.12834578;0;1602.2727273;1;144444444444;2013;2015;44;2;0;11;;1;0
13007382;02;496.36694366;1;506.70416667;0;444444444444;2013;2015;57;2;0;12;1;1;0
13007453;01;1088.4067653;0;63.870833333;0;444444444444;2013;2015;47;3;0;12;;1;0
13007459;01;620.40936791;0;556.075;0.6180893015;511144444411;2013;2015;61;0;0;6;;0;0
13007460;02;279.12672038;1;506.70416667;0;444444444444;2013;2015;56;7;1;12;;0;0
13007461;02;1146.9531561;1;1456.3333333;0;444444444444;2013;2015;33;3;0;12;;1;0
13007478;01;1575.2185629;1;506.70416667;0;444444444444;2013;2015;43;9;0;12;;1;0
13007486;01;1198.0222379;0;506.70416667;0;444444444444;2013;2015;41;16;0;12;1;1;0
13007491;01;505.61188052;0;506.70416667;0;444444444444;2013;2015;38;5;0;12;1;0;0
13007491;02;505.61188052;0;4106;11;111111111114;2013;2015;39;0;0;1;0;1;0
13007508;02;602.96870635;1;266.05625;4;444444441111;2013;2015;65;0;0;8;;1;0
13007549;02;710.18457814;1;1205.5833333;0;444444444444;2013;2015;41;0;0;12;;0;0
13007586;01;537.0750732;1;506.70416667;0;444444444444;2013;2015;28;5;0;12;;0;1
13007615;01;489.77603687;1;4410.75;4;111144444444;2013;2015;46;0;0;8;;1;0
13007646;01;789.9922831;0;494;0;555555544444;2013;2015;61;1;0;5;;1;0
13007700;01;590.18834398;0;1418.3333333;3.0331157722;444411111144;2013;2015;26;1;1;6;;1;1
13007705;02;653.10101579;1;1793.5833333;0.3444765215;444444444444;2013;2015;39;2;0;12;;1;0
13007716;01;372.32528983;1;506.70416667;0;444444444444;2013;2015;59;3;1;12;;0;0
13007722;02;754.09764118;0;506.70416667;0;444444444444;2013;2015;63;6;0;12;;1;0
13007733;01;730.83873511;0;196.16666667;0;444444444444;2013;2015;51;2;0;12;0;1;0
13007830;01;553.04264898;0;506.70416667;0;444444444444;2013;2015;42;2;0;12;;1;0
13007871;01;513.95307648;0;1006.25;6.7859414198;111111114444;2013;2015;37;2;0;4;;0;0
13007872;01;324.99565237;1;379.25;4;444444441111;2013;2015;53;2;0;8;0;1;0
13007900;01;629.87978613;1;1405;3;444444111444;2013;2015;38;0;1;9;;0;0
13007907;01;377.27164431;1;346.27222222;3;444441114444;2013;2015;53;2;1;9;;0;0
13007977;01;555.434176;1;162.92142857;4.860563719;444444411111;2013;2015;53;5;0;7;1;1;0
13007986;01;419.40543068;0;418.04090909;1;444444444441;2013;2015;47;1;0;11;;0;0
13008004;01;591.99757247;0;710.55555556;3;114444444441;2013;2015;44;1;0;9;;0;0
13008011;01;463.89791385;0;58.916666667;0.0163626348;444444444444;2013;2015;60;3;0;12;0;0;0
13008025;01;1247.516173;0;1357.8571429;5;111114444444;2013;2015;40;2;1;7;;1;0
13008109;01;239.90294354;0;818.66666667;9;411111111144;2013;2015;38;2;0;3;;1;0
13008109;02;239.90294354;0;526.75;1.2622603968;441111144444;2013;2015;38;3;0;7;;0;0
13008113;01;662.01615604;1;308.75;4;114444444411;2013;2015;51;1;1;8;;1;0
13008131;01;342.0367935;0;945.125;4;444441111444;2013;2015;30;1;0;8;;0;0
13008226;02;641.92890059;1;410.445;1.5949262948;444444444411;2013;2015;35;1;0;10;;0;0
13008233;02;520.98211241;0;515.77857143;0;444444466666;2013;2015;37;8;0;7;;0;0
13008238;02;746.2438745;1;265.71428571;5;111114444444;2013;2015;21;2;1;7;;0;1
13008266;01;1138.1567944;0;1014.5714286;2.9866114418;444444411111;2013;2015;41;1;0;7;0;0;0
13008278;05;807.10197626;1;369.0375;1.3865179992;444444444444;2013;2015;51;2;1;12;;1;0
13008321;01;661.39246839;0;455.85909091;0.895638956;444144444444;2013;2015;38;2;0;11;;0;0
13008332;01;788.50490001;0;27.6;7;111141441144;2013;2015;44;4;0;5;;1;0
13008357;01;497.07283425;1;404.18181818;1;144444444444;2013;2015;33;4;1;11;;1;0
13008373;01;655.93248727;0;848.81818182;1;144444444444;2013;2015;58;2;0;11;0;0;0
13008392;01;654.52133567;0;914.375;1;444444177744;2013;2015;38;1;0;8;;0;0
13008431;01;412.01403027;1;1508.1111111;0.4829314777;111444444444;2013;2015;48;0;1;9;0;1;0
13008442;01;529.55294369;0;992;4.1716106759;441111111444;2013;2015;38;1;0;5;0;0;0
13008449;01;648.46456257;0;5490.5;10;111111111144;2013;2015;32;0;0;2;;1;0
13008462;02;598.96819119;1;540.71428571;4.5867048844;444411114441;2013;2015;29;0;0;7;;1;1
13008465;02;574.40395936;1;486.3;0;884444444444;2013;2015;55;6;0;10;0;1;0
13008536;02;107.41434837;1;854.875;4;444444441111;2013;2015;44;2;0;8;;1;0
13008558;01;989.28277401;0;1676.8571429;5;111114444444;2013;2015;48;0;0;7;;0;0
13008574;01;697.81562216;0;404.18181818;1;144444444444;2013;2015;45;1;0;11;;1;0
13008577;02;314.37808627;1;1235;4.9346261712;444444411111;2013;2015;40;0;0;7;;1;0
13008611;01;506.26264321;1;506.70416667;0;444444444444;2013;2015;48;3;1;12;;1;0
13008646;01;497.54044477;0;223.5;10;111111111144;2013;2015;28;0;0;2;;1;1
13008689;01;1012.295259;0;431.12083333;0.7673214517;444444444444;2013;2015;29;2;0;12;;1;1
13008723;01;362.42217541;1;1015.2727273;1;144444444444;2013;2015;44;3;0;11;0;1;0
13008747;01;941.98200348;0;506.70416667;0;444444444444;2013;2015;39;2;0;12;;1;0
13008758;01;707.63988917;0;720.85714286;5;444444411111;2013;2015;43;0;0;7;;0;0
13008760;01;361.99896568;1;1614;1.7990286338;444444444411;2013;2015;36;0;0;10;;1;0
13008804;01;475.56997959;1;494;0;777444444447;2013;2015;40;2;0;8;;1;0
13008812;01;985.48852516;0;915.25;0;444444444444;2013;2015;39;2;0;12;0;0;0
13008821;01;380.66241796;0;352.85714286;2;144177744444;2013;2015;47;4;1;7;;1;0
13008821;02;380.66241796;0;405.8;2.1173495452;111114441144;2013;2015;41;0;1;5;;0;0
13008845;01;379.53529337;0;506.70416667;0;444444444444;2013;2015;58;4;0;12;;1;0
13008845;02;379.53529337;0;561.90909091;1;444444444441;2013;2015;58;1;1;11;0;0;0
13008846;01;382.80872419;1;425.37083333;0.8232988865;444444444444;2013;2015;21;3;0;12;;1;1
13008855;02;747.72540242;0;1127;4;444444441111;2013;2015;50;1;1;8;;1;0
13008858;01;841.20046974;1;1070.75;0;444444444444;2013;2015;39;3;1;12;;1;0
13008880;01;647.85160346;0;506.70416667;0;444444444444;2013;2015;37;6;0;12;1;0;0
13008895;01;517.15998728;0;447.87083333;0.5993891475;444444444444;2013;2015;50;24;0;12;;0;0
13008900;01;542.81553566;1;650.16666667;6;111444444111;2013;2015;33;0;0;6;;0;0
13008928;01;344.0714557;0;570.225;0;448888888888;2013;2015;53;2;0;2;;0;0
13008946;02;690.48154564;1;1243;10;111111111144;2013;2015;26;0;0;2;;0;1
13008967;02;1031.5611969;0;506.70416667;0;444444444444;2013;2015;37;0;0;12;;0;0
13008971;01;504.51352825;0;552.5;4.4471918932;114444441111;2013;2015;38;1;0;6;;0;0
13008996;01;510.07280698;0;796;2.5301800508;444444411111;2013;2015;20;1;0;7;0;0;1
13009011;01;599.94979712;1;2269.25;4;444444441111;2013;2015;52;2;0;8;0;1;0
13009041;01;731.9098546;0;970.5;6;444441111114;2013;2015;26;1;0;6;;0;1
13009070;01;460.71563863;0;494;0;777777774447;2013;2015;30;5;0;3;;1;0
13009086;01;445.91387367;0;846;9;111111111444;2013;2015;46;0;0;3;;0;0
13009103;01;601.9826792;0;26.204166667;0;444444444444;2013;2015;64;7;1;12;;0;0
13009139;01;1065.3319043;0;895.5;0;444444444444;2013;2015;47;2;0;12;;1;0
13009200;02;613.40477306;0;506.70416667;0;444444444444;2013;2015;45;3;1;12;;0;0
13009224;02;296.33187702;1;4649;10.553038238;111111111114;2013;2015;46;1;1;1;;1;0
13009232;01;1034.9186559;0;1867.4;0;994444444444;2013;2015;47;0;0;10;0;1;0
13009240;01;543.8766618;0;509.245;0;994444444444;2013;2015;43;3;0;10;;0;0
13009251;01;1994.4213561;0;1197;11;111111111114;2013;2015;35;0;0;1;;0;0
13009350;01;691.43611619;0;719.91666667;4.7761669713;444444444444;2013;2015;35;2;1;12;;1;0
13009375;01;1118.4796576;1;506.70416667;0;444444444444;2013;2015;39;2;0;12;;1;0
13009393;01;864.01617892;0;829;3.7246523892;944411111114;2013;2015;59;1;0;4;0;0;0
13009417;02;1522.9927783;0;2038.4444444;3;444444444111;2013;2015;48;1;0;9;0;1;0
13009432;01;436.49539961;1;655.375;4;444444441111;2013;2015;25;1;0;8;;1;1
13009434;03;1214.5415795;0;624.71428571;4.1423301716;441111144444;2013;2015;43;1;0;7;;0;0
13009468;01;251.02860434;0;259.29;2.2425421553;744444333333;2013;2015;38;4;0;5;;0;0
13009492;02;247.9642573;1;423.42857143;5;111114444444;2013;2015;43;3;0;7;;1;0
13009525;01;521.55700865;0;162.92142857;5;444444411111;2013;2015;55;1;1;7;;1;0
13009530;02;669.89516786;1;162.92142857;5;444441441111;2013;2015;24;4;0;7;;1;1
13009544;05;2256.7894237;1;519.40833333;0;444444888888;2013;2015;60;4;0;6;;0;0
13009594;01;566.44327832;0;509.245;0;444444444422;2013;2015;43;0;0;10;;1;0
13009618;01;431.30555634;0;1044.3;0.6424487127;144444444441;2013;2015;48;2;0;10;0;1;0
13009671;01;927.42653144;0;506.70416667;0;444444444444;2013;2015;53;12;0;12;;1;0
13009729;01;1038.5467301;0;800;7;411141111444;2013;2015;25;1;0;5;;0;1
13009732;01;281.46118805;1;1420.9166667;0.3375869911;444444444444;2013;2015;43;3;1;12;;1;0
13009748;02;387.80286442;1;1093;9;111111111444;2013;2015;37;0;0;3;;1;0
13009749;01;400.90312284;0;1436.8333333;0.0421983739;444444444444;2013;2015;60;2;0;12;;1;0
13009766;01;994.94452748;0;283.70416667;2.2459869205;444444444444;2013;2015;29;4;0;12;;0;1
13009797;02;622.68951208;0;370.5;8;111111114444;2013;2015;51;0;1;4;;0;0
13009804;01;1021.0352989;0;452.93888889;1.6922409121;444444412144;2013;2015;56;1;1;9;;1;0
13009810;01;751.89623917;0;778;9;411111111144;2013;2015;22;0;0;3;;1;1
13009847;01;99.727621022;1;506.70416667;0;444444444444;2013;2015;58;6;0;12;;0;0
13009859;01;514.86943061;0;418.04090909;1;444444444441;2013;2015;40;7;0;11;;0;0
13009875;01;761.27064785;0;543.13181818;0.0895638956;144444444444;2013;2015;44;4;1;11;1;1;0
13009897;01;868.87050255;0;446.12083333;0.6080010605;444444444444;2013;2015;30;2;0;12;;0;0
13009912;01;486.19381816;0;1597.5;7.5001150654;411111111444;2013;2015;32;0;0;4;;1;0
13009923;01;826.25202174;0;506.70416667;0;444444444444;2013;2015;47;2;1;12;;1;0
13009924;01;437.12567477;1;506.70416667;0;444444444444;2013;2015;60;8;0;12;;0;0
13009931;01;1006.5231002;0;1117.8;1.4640252166;444411444444;2013;2015;33;1;0;10;0;0;0
13009932;01;440.53238758;1;410.445;2;444444444411;2013;2015;58;1;1;10;;1;0
13009933;01;877.02862561;0;935.5;6;114444441111;2013;2015;27;2;0;6;;1;1
13009937;02;541.40868196;1;1888.5;1.7189378425;444444444444;2013;2015;58;2;1;12;0;1;0
13009960;02;353.26734197;1;506.70416667;0;444444444444;2013;2015;62;4;0;12;;1;0
13009963;01;575.8699222;1;544.14285714;4.2811542098;414444441111;2013;2015;39;1;1;7;;0;0
13009965;01;350.33135524;0;459.845;2;444411444444;2013;2015;33;5;0;10;;1;0
13010012;01;527.1786615;1;308.7875;1.9945190598;444444444444;2013;2015;26;1;0;12;;1;1
13010040;01;989.17099645;0;519.40833333;0;444444666666;2013;2015;38;8;0;6;;0;0
13010096;02;291.49048617;1;1703.75;0;444444444444;2013;2015;56;3;0;12;;1;0
13010126;01;634.60836446;1;1059.4166667;0.0542550521;444444444444;2013;2015;58;3;0;12;;1;0
13010127;01;1188.7442646;0;4076.75;0;444422222222;2013;2015;44;1;0;4;0;1;0
13010134;01;634.20095294;0;474.20416667;0.3246691216;444444444444;2013;2015;58;1;0;12;;1;0
13010142;01;625.26172614;0;418.04090909;1;444444444441;2013;2015;30;2;0;11;;1;0
13010152;01;1541.1230196;0;290.8;7;141111114444;2013;2015;37;0;0;5;0;1;0
13010170;01;3043.135741;0;473.20416667;0.3384481824;444444444444;2013;2015;58;6;1;12;;1;0
13010181;01;308.6147953;1;506.70416667;0;444444444444;2013;2015;42;2;1;12;;1;0
13010196;02;745.87060921;1;269.2875;2.4027237378;444444444444;2013;2015;42;1;1;12;;1;0
13010203;01;996.99147878;0;182.5;4;444444441111;2013;2015;34;1;0;8;;1;0
13010217;01;500.35985874;0;436.41255069;1.4039140636;111144444444;2013;2015;55;5;0;8;;0;0
13010220;01;927.39670406;0;1036.2222222;3;444444444111;2013;2015;32;1;0;9;;1;0
13010244;01;1381.5274915;0;457.5;10;111111141114;2013;2015;50;0;0;2;;0;0
13010296;01;967.4437171;0;506.70416667;0;444444444444;2013;2015;34;3;0;12;;1;0
13010314;01;610.96266939;0;444.6;2;114444444444;2013;2015;45;8;0;10;;0;0
13010316;01;702.11407586;0;421.87083333;0.8654972604;444444444444;2013;2015;59;1;0;12;1;1;0
13010342;02;177.9785383;1;1431;0;444444444444;2013;2015;31;2;0;12;;1;0
13010361;02;1732.3831987;0;1227.3333333;0;333444444444;2013;2015;22;2;0;9;0;1;1
13010367;01;867.81885159;1;506.70416667;0;444444444444;2013;2015;58;5;1;12;1;1;0
13010411;01;570.54492029;0;506.70416667;0;444444444444;2013;2015;59;5;1;12;1;1;0
13010416;02;1157.7021362;1;1041.6666667;0;444444444444;2013;2015;33;2;1;12;;1;0
13010429;01;925.34642274;0;776.6;7;111444441111;2013;2015;50;1;0;5;;1;0
13010457;01;237.70875629;0;507.85909091;0;744444444444;2013;2015;26;3;0;11;;0;1
13010466;02;159.9961186;1;1025.8333333;0;444444444444;2013;2015;57;2;0;12;;1;0
13010500;01;633.05094108;0;360.5;3.6807316327;944114441411;2013;2015;37;1;1;6;0;0;0
13010503;01;805.24154697;0;178.33333333;3;999444444111;2013;2015;24;1;0;6;;1;1
13010536;01;635.94415769;0;1391.75;3;444422222111;2013;2015;48;1;1;4;;1;0
13010572;01;377.31766273;1;243;0;944444444444;2013;2015;60;3;0;11;0;1;0
13010574;01;528.39154495;0;995.85714286;5;444444411111;2013;2015;33;1;0;7;0;0;0
13010590;01;660.95159169;0;506.70416667;0;444444444444;2013;2015;42;3;0;12;;0;0
13010620;01;894.23138877;0;10.333333333;2;114443333333;2013;2015;23;0;0;3;;0;1
13010666;01;428.72185551;0;444.6;2;114444444444;2013;2015;42;2;0;10;;1;0
13010681;04;235.43438086;1;1746.2857143;5;444411114441;2013;2015;48;5;0;7;0;1;0
13010685;01;1268.3355797;1;506.70416667;0;444444444444;2013;2015;20;0;1;12;;1;1
13010696;01;455.91836369;0;510.93888889;0;444449994444;2013;2015;59;5;1;9;;1;0
13010711;01;375.52815833;1;500.12083333;0.0663117304;444444444444;2013;2015;34;3;1;12;;1;0
13010719;01;613.04412626;1;595.25;2.7499068606;111111114444;2013;2015;46;2;0;4;;1;0
13010745;01;994.47275742;1;3631.8333333;0;444444444444;2013;2015;60;3;0;12;;1;0
13010778;01;441.71329498;0;1621.4;6.1635461618;444111111144;2013;2015;49;1;0;5;;1;0
13010778;02;441.71329498;0;506.70416667;0;444444444444;2013;2015;43;4;0;12;;0;0
13010784;01;552.60462579;0;1172;1.4597192601;444444444444;2013;2015;35;2;0;12;;1;0
13010784;02;552.60462579;0;767.6;4;333444441111;2013;2015;30;1;0;5;;0;0
13010793;01;1558.5715773;0;113.91666667;4.2103642846;444444444444;2013;2015;26;0;0;12;;1;1
13010844;06;473.92913171;1;435.04090909;0.2583573912;444444444441;2013;2015;25;2;1;11;;1;1
13010877;01;530.18756949;0;797;5;444444411111;2013;2015;37;2;1;7;;0;0
13010916;02;350.41303681;1;488;4;222221111444;2013;2015;29;1;0;3;;0;1
13010927;01;653.03330463;0;499.45416667;0.0020914646;444444444444;2013;2015;55;0;0;12;;0;0
13010935;02;497.43804448;0;404.18181818;1;144444444444;2013;2015;32;3;0;11;1;0;0
13010976;01;488.54375344;0;494;0;888884444444;2013;2015;62;4;0;7;;1;0
13010976;02;488.54375344;0;266.05625;1.6999916338;444444441111;2013;2015;60;1;1;8;;0;0
13010996;01;944.88547299;0;905;9;111111111444;2013;2015;36;0;0;3;;1;0
13011007;01;350.05840028;1;494;0;888444444444;2013;2015;45;2;1;9;;1;0
13011021;01;838.22813013;0;464.33333333;1.218585695;111111111444;2013;2015;39;1;0;3;;0;0
13011042;01;314.6690584;1;418.04090909;1;444444444441;2013;2015;56;1;0;11;;1;0
13011054;01;539.35330831;1;519.16666667;6;111111444444;2013;2015;39;0;0;6;;1;0
13011063;01;478.13369938;0;1078.55;3.838944778;111111111144;2013;2015;52;0;0;2;;0;0
13011078;02;852.21383676;0;494;6;111111446666;2013;2015;28;5;0;2;;0;1
13011086;01;806.60808961;1;503;0;444333333333;2013;2015;22;0;0;3;;1;1
13011101;01;943.83869008;0;519.40833333;0.1522586225;499944411144;2013;2015;27;3;0;6;;0;1
13011134;01;511.70298681;0;1435.6666667;0;444444444444;2013;2015;42;2;1;12;;0;0
13011147;01;899.50703962;0;2496.0833333;0;444444444444;2013;2015;50;2;0;12;0;0;0
13011181;02;456.11799274;0;836.42857143;4.149219702;444111114444;2013;2015;39;1;0;7;;1;0
13011186;02;571.70008331;1;1010.4;7;141411144114;2013;2015;35;4;0;5;0;1;0
13011220;01;584.76112387;0;401.8;4.4928350323;441111111444;2013;2015;47;1;1;5;0;0;0
13011220;02;584.76112387;0;444.6;2;114444444444;2013;2015;58;2;1;10;;1;0
13011259;01;1897.7758955;0;1265.6666667;3;111444444444;2013;2015;34;2;0;9;;0;0
13011259;02;1897.7758955;0;1261;3;222444444111;2013;2015;35;1;0;6;;1;0
13011273;01;765.98313152;0;836.91666667;0;444444444444;2013;2015;57;3;0;12;0;1;0
13011284;01;767.09637617;0;1238.8;1.3494867732;444441144444;2013;2015;38;2;0;10;;1;0
13011287;01;418.11140584;0;505.245;0.4891566606;114444444444;2013;2015;51;17;0;10;;0;0
13011287;02;418.11140584;0;296.4;7;111141114444;2013;2015;38;8;0;5;;1;0
13011297;01;745.03011944;1;515.77857143;0;488844444433;2013;2015;43;3;0;7;;1;0
13011299;01;1640.9085403;0;689.875;4;144411144444;2013;2015;21;1;0;8;;1;1
13011327;01;343.86220871;1;164.95416667;3.4852412068;444444444444;2013;2015;57;7;1;12;;0;0
13011344;01;635.80980311;1;462.95;1;444444444441;2013;2015;32;1;0;11;;1;0
13011459;01;894.40050092;0;422.85909091;1;444444144444;2013;2015;38;3;0;11;;1;0
13011467;01;1068.3067689;0;506.70416667;0;444444444444;2013;2015;39;5;0;12;1;1;0
13011467;02;1068.3067689;0;849.66666667;0;444444444444;2013;2015;33;8;0;12;0;0;0
13011472;02;875.82494712;0;494;0.4343848937;111444444444;2013;2015;41;2;0;9;;0;0
13011489;02;545.94978518;0;829;3.039021084;111111414444;2013;2015;22;0;0;5;;0;1
13011509;01;734.72263802;0;38.925;4.5694810583;334444444444;2013;2015;43;5;0;10;;1;0
13011522;01;695.60720029;0;1265.625;0.0232521652;133344444444;2013;2015;27;2;0;8;;1;1
13011522;02;695.60720029;0;142.45454545;1;444414444444;2013;2015;24;2;0;11;;0;1
13011548;01;1060.6736781;1;1323.3333333;0;444444444444;2013;2015;59;0;0;12;;1;0
13011565;01;340.435352;1;506.70416667;0;444444444444;2013;2015;44;17;1;12;1;0;0
13011593;01;419.48653687;0;336.5;5.3040772405;111111111144;2013;2015;26;0;0;2;;0;1
13011611;01;426.92927115;0;1859.2;7;441111111444;2013;2015;27;3;0;5;0;1;1
13011617;01;536.92827763;0;1930.75;8;111111114444;2013;2015;33;0;0;4;;1;0
13011648;01;468.99076793;0;294.5375;0;444444444444;2013;2015;63;3;0;12;;1;0
13011654;01;569.37838011;1;80.620833333;4.3085400933;444444444444;2013;2015;31;2;0;12;;1;0
13011680;01;327.37684456;1;1014;0;444444444444;2013;2015;54;3;1;12;0;1;0
13011717;05;422.40172002;1;1158.2857143;5;444444411111;2013;2015;52;0;1;7;0;1;0
13011774;02;579.20551612;1;410.445;2;444444444411;2013;2015;37;1;0;10;;1;0
13011778;01;671.86880868;0;979;9;111111111444;2013;2015;25;0;0;3;;1;1
13011795;01;573.09994901;0;119.4;0;944499999944;2013;2015;24;3;0;5;;0;1
13011795;02;573.09994901;0;1560.9090909;1;144444444444;2013;2015;34;2;0;11;0;1;0
13011804;01;277.32598336;0;506.70416667;0;444444444444;2013;2015;42;10;1;12;;1;0
13011804;02;277.32598336;0;506.70416667;0;444444444444;2013;2015;43;8;0;12;;0;0
13011816;01;383.98537579;1;257.5375;2.5198457551;444444444444;2013;2015;45;2;1;12;;1;0
13011868;01;585.47932173;0;352.85714286;2;441177744444;2013;2015;34;3;0;7;1;0;0
13011909;01;784.12435809;0;459.845;1;944414444444;2013;2015;33;3;0;10;;0;0
13011916;02;474.14601669;1;506.70416667;0;444444444444;2013;2015;47;2;1;12;;1;0
13011931;02;580.44704808;0;855.42857143;5;111114444444;2013;2015;31;0;0;7;;1;0
13011945;02;910.69595491;1;1046.2857143;5;444444411111;2013;2015;50;1;0;7;0;1;0
13011946;01;532.76792437;0;494;0;777777774444;2013;2015;64;2;1;4;;0;0
13011976;01;850.46727096;0;470.70416667;0.3660063041;444444444444;2013;2015;41;3;0;12;;1;0
13012003;01;904.8839913;0;483.33333333;5.778593649;111111444444;2013;2015;46;0;1;6;;0;0
13012021;01;397.9796285;1;483.70416667;0.232521652;444444444444;2013;2015;47;4;1;12;;1;0
13012041;01;352.20449973;1;735.42857143;5;444444411111;2013;2015;41;1;0;7;0;1;0
13012071;01;1043.0955105;0;1973;9;111111111444;2013;2015;34;0;0;3;;0;0
13012073;01;1001.5076737;0;2409;8.9109186594;111111111114;2013;2015;22;0;0;1;;0;1
13012106;01;445.39656375;0;506.70416667;0;444444444444;2013;2015;51;4;1;12;;1;0
13012106;02;445.39656375;0;506.70416667;0;444444444444;2013;2015;48;23;1;12;;0;0
13012107;01;619.65445685;0;893.2;7;411111114444;2013;2015;45;1;0;5;;0;0
13012120;01;691.30886265;0;506.70416667;0;444444444444;2013;2015;27;3;1;12;1;1;1
13012140;01;821.41460011;0;506.70416667;0;444444444444;2013;2015;46;7;0;12;;0;0
13012171;01;721.54945121;0;675.60555556;3;444444111444;2013;2015;53;0;0;9;;1;0
